department,muni,year,rural_pop,urban_pop,total_pop,area,altitude,discapital,la_violencia,ocup_espan,land_conflicts,homicides,coca_hectares,coca,farc_attacks,para_attacks
Bolívar,San Fernando,1998,8812,2107,10919,288,25,191.5560302734375,0,1,0,NA,0,0,0,0
Bolívar,San Fernando,1999,9041,2230,11271,288,25,191.5560302734375,0,1,0,NA,0,0,0,0
Bolívar,San Fernando,2000,9293,2352,11645,288,25,191.5560302734375,0,1,0,NA,0,0,0,0
Bolívar,San Fernando,2001,9556,2460,12016,288,25,191.5560302734375,0,1,0,NA,0,0,0,0
Bolívar,San Fernando,2002,9790,2557,12347,288,25,191.5560302734375,0,1,0,NA,0,0,0,0
Bolívar,San Fernando,2003,9986,2639,12625,288,25,191.5560302734375,0,1,0,1,0,0,0,0
Bolívar,San Fernando,2004,10135,2701,12836,288,25,191.5560302734375,0,1,0,0,0,0,0,0
Bolívar,San Fernando,2005,10225,2740,12965,288,25,191.5560302734375,0,1,0,3,0,0,0,0
Bolívar,San Fernando,2006,10267,2756,13023,288,25,191.5560302734375,0,1,0,0,0,0,0,0
Bolívar,San Fernando,2007,10313,2772,13085,288,25,191.5560302734375,0,1,0,0,0,0,0,0
Bolívar,San Fernando,2008,10363,2790,13153,288,25,191.5560302734375,0,1,0,0,0,0,0,0
Bolívar,San Fernando,2009,10418,2809,13227,288,25,191.5560302734375,0,1,0,0,0,0,0,0
Bolívar,San Fernando,2010,10477,2828,13305,288,25,191.5560302734375,0,1,0,0,0,0,0,0
Bolívar,San Fernando,2011,10536,2847,13383,288,25,191.5560302734375,0,1,0,0,0,0,NA,NA
Bolívar,San Fernando,2012,10599,2867,13466,288,25,191.5560302734375,0,1,0,0,0,0,NA,NA
Bolívar,San Fernando,2013,10667,2889,13556,288,25,191.5560302734375,0,1,0,0,0,0,NA,NA
Bolívar,San Fernando,2014,10745,2912,13657,288,25,191.5560302734375,0,1,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,San Jacinto,1993,7388,16604,23992,434,237,71.68951416015625,0,1,0,NA,0,0,1,0
Bolívar,San Jacinto,1994,7096,16746,23842,434,237,71.68951416015625,0,1,0,NA,0,0,1,0
Bolívar,San Jacinto,1995,6732,16923,23655,434,237,71.68951416015625,0,1,0,NA,0,0,1,0
Bolívar,San Jacinto,1996,6311,17129,23440,434,237,71.68951416015625,0,1,0,NA,0,0,0,0
Bolívar,San Jacinto,1997,5847,17359,23206,434,237,71.68951416015625,0,1,0,NA,0,0,1,0
Bolívar,San Jacinto,1998,5355,17605,22960,434,237,71.68951416015625,0,1,0,NA,0,0,1,0
Bolívar,San Jacinto,1999,4847,17863,22710,434,237,71.68951416015625,0,1,0,NA,0,0,0,0
Bolívar,San Jacinto,2000,4338,18126,22464,434,237,71.68951416015625,0,1,0,NA,0,0,2,1
Bolívar,San Jacinto,2001,3843,18389,22232,434,237,71.68951416015625,0,1,0,NA,0,0,2,0
Bolívar,San Jacinto,2002,3375,18645,22020,434,237,71.68951416015625,0,1,0,NA,0,0,2,0
Bolívar,San Jacinto,2003,2948,18889,21837,434,237,71.68951416015625,0,1,0,22,0,0,2,0
Bolívar,San Jacinto,2004,2577,19115,21692,434,237,71.68951416015625,0,1,0,7,0,0,0,0
Bolívar,San Jacinto,2005,2276,19317,21593,434,237,71.68951416015625,0,1,0,10,0,0,2,1
Bolívar,San Jacinto,2006,2042,19495,21537,434,237,71.68951416015625,0,1,0,12,0,0,0,0
Bolívar,San Jacinto,2007,1837,19667,21504,434,237,71.68951416015625,0,1,0,11,0,0,0,0
Bolívar,San Jacinto,2008,1644,19830,21474,434,237,71.68951416015625,0,1,0,2,0,0,0,0
Bolívar,San Jacinto,2009,1471,19987,21458,434,237,71.68951416015625,0,1,0,1,0,0,0,0
Bolívar,San Jacinto,2010,1324,20136,21460,434,237,71.68951416015625,0,1,0,5,0,0,0,0
Bolívar,San Jacinto,2011,1178,20278,21456,434,237,71.68951416015625,0,1,0,1,0,0,NA,NA
Bolívar,San Jacinto,2012,1057,20412,21469,434,237,71.68951416015625,0,1,0,7,0,0,NA,NA
Bolívar,San Jacinto,2013,958,20540,21498,434,237,71.68951416015625,0,1,0,4,0,0,NA,NA
Bolívar,San Jacinto,2014,859,20660,21519,434,237,71.68951416015625,0,1,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,San Jacinto del Cauca,1993,NA,NA,0,428,237,255.58953857421875,0,1,0,NA,0,0,NA,NA
Bolívar,San Jacinto del Cauca,1994,NA,NA,0,428,237,255.58953857421875,0,1,0,NA,0,0,NA,NA
Bolívar,San Jacinto del Cauca,1995,NA,NA,0,428,237,255.58953857421875,0,1,0,NA,0,0,NA,NA
Bolívar,San Jacinto del Cauca,1996,0,0,0,428,237,255.58953857421875,0,1,0,NA,0,0,NA,NA
Bolívar,San Jacinto del Cauca,1997,6936,1009,7945,428,237,255.58953857421875,1,0,0,NA,0,0,0,0
Bolívar,San Jacinto del Cauca,1998,7078,1224,8302,428,237,255.58953857421875,1,0,0,NA,0,0,0,0
Bolívar,San Jacinto del Cauca,1999,7243,1446,8689,428,237,255.58953857421875,1,0,0,NA,0,NA,0,0
Bolívar,San Jacinto del Cauca,2000,7439,1669,9108,428,237,255.58953857421875,1,0,0,NA,0,0,0,0
Bolívar,San Jacinto del Cauca,2001,7657,1886,9543,428,237,255.58953857421875,1,0,0,NA,0,0,0,0
Bolívar,San Jacinto del Cauca,2002,7864,2090,9954,428,237,255.58953857421875,1,0,0,NA,5,1,0,0
Bolívar,San Jacinto del Cauca,2003,8053,2280,10333,428,237,255.58953857421875,1,0,0,0,23,1,0,0
Bolívar,San Jacinto del Cauca,2004,8215,2449,10664,428,237,255.58953857421875,1,0,0,1,40,1,1,0
Bolívar,San Jacinto del Cauca,2005,8342,2593,10935,428,237,255.58953857421875,1,0,0,0,47,1,0,0
Bolívar,San Jacinto del Cauca,2006,8439,2712,11151,428,237,255.58953857421875,1,0,0,0,82,1,0,0
Bolívar,San Jacinto del Cauca,2007,8543,2832,11375,428,237,255.58953857421875,1,0,0,1,130,1,0,0
Bolívar,San Jacinto del Cauca,2008,8652,2949,11601,428,237,255.58953857421875,1,0,0,2,193,1,0,0
Bolívar,San Jacinto del Cauca,2009,8762,3065,11827,428,237,255.58953857421875,1,0,0,2,101,1,0,0
Bolívar,San Jacinto del Cauca,2010,8892,3183,12075,428,237,255.58953857421875,1,0,0,0,33,1,0,0
Bolívar,San Jacinto del Cauca,2011,9029,3302,12331,428,237,255.58953857421875,1,0,0,2,132,1,NA,NA
Bolívar,San Jacinto del Cauca,2012,9167,3417,12584,428,237,255.58953857421875,1,0,0,0,25,1,NA,NA
Bolívar,San Jacinto del Cauca,2013,9321,3536,12857,428,237,255.58953857421875,1,0,0,1,18,1,NA,NA
Bolívar,San Jacinto del Cauca,2014,9485,3655,13140,428,237,255.58953857421875,1,0,0,0,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,San Juan Nepomuceno,1993,11316,19929,31245,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,1994,11161,20391,31552,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,1995,10958,20824,31782,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,1996,10709,21166,31875,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,1997,10449,21489,31938,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,1998,10192,21799,31991,637,237,66.68944549560547,0,1,0,NA,0,0,1,0
Bolívar,San Juan Nepomuceno,1999,9958,22100,32058,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,2000,9759,22400,32159,637,237,66.68944549560547,0,1,0,NA,0,0,0,2
Bolívar,San Juan Nepomuceno,2001,9587,22655,32242,637,237,66.68944549560547,0,1,0,NA,0,0,0,0
Bolívar,San Juan Nepomuceno,2002,9403,22912,32315,637,237,66.68944549560547,0,1,0,NA,0,0,4,0
Bolívar,San Juan Nepomuceno,2003,9209,23173,32382,637,237,66.68944549560547,0,1,0,11,0,0,0,0
Bolívar,San Juan Nepomuceno,2004,9004,23444,32448,637,237,66.68944549560547,0,1,0,13,0,0,0,1
Bolívar,San Juan Nepomuceno,2005,8787,23727,32514,637,237,66.68944549560547,0,1,0,6,0,0,2,0
Bolívar,San Juan Nepomuceno,2006,8567,24017,32584,637,237,66.68944549560547,0,1,0,16,0,0,1,0
Bolívar,San Juan Nepomuceno,2007,8357,24303,32660,637,237,66.68944549560547,0,1,0,5,0,0,1,0
Bolívar,San Juan Nepomuceno,2008,8158,24584,32742,637,237,66.68944549560547,0,1,0,5,0,0,0,0
Bolívar,San Juan Nepomuceno,2009,7966,24862,32828,637,237,66.68944549560547,0,1,0,5,0,0,0,0
Bolívar,San Juan Nepomuceno,2010,7786,25135,32921,637,237,66.68944549560547,0,1,0,4,0,0,0,0
Bolívar,San Juan Nepomuceno,2011,7614,25405,33019,637,237,66.68944549560547,0,1,0,0,0,0,NA,NA
Bolívar,San Juan Nepomuceno,2012,7452,25670,33122,637,237,66.68944549560547,0,1,0,1,0,0,NA,NA
Bolívar,San Juan Nepomuceno,2013,7300,25931,33231,637,237,66.68944549560547,0,1,0,3,0,0,NA,NA
Bolívar,San Juan Nepomuceno,2014,7158,26188,33346,637,237,66.68944549560547,0,1,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,San Martín de Loba,1993,22018,5838,27856,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,1994,22178,5907,28085,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,1995,13231,5943,19174,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,1996,6587,5934,12521,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,1997,6727,5907,12634,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,1998,6895,5870,12765,414,30,241.1944122314453,0,1,1,NA,0,0,0,1
Bolívar,San Martín de Loba,1999,7091,5831,12922,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,2000,7324,5797,13121,414,30,241.1944122314453,0,1,1,NA,0,1,0,0
Bolívar,San Martín de Loba,2001,7581,5763,13344,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,2002,7826,5749,13575,414,30,241.1944122314453,0,1,1,NA,0,0,0,0
Bolívar,San Martín de Loba,2003,8045,5759,13804,414,30,241.1944122314453,0,1,1,0,67,1,0,0
Bolívar,San Martín de Loba,2004,8230,5801,14031,414,30,241.1944122314453,0,1,1,0,180,1,0,0
Bolívar,San Martín de Loba,2005,8367,5881,14248,414,30,241.1944122314453,0,1,1,2,176,1,0,0
Bolívar,San Martín de Loba,2006,8461,5996,14457,414,30,241.1944122314453,0,1,1,1,67,1,0,0
Bolívar,San Martín de Loba,2007,8577,6126,14703,414,30,241.1944122314453,0,1,1,1,144,1,0,0
Bolívar,San Martín de Loba,2008,8701,6259,14960,414,30,241.1944122314453,0,1,1,1,77,1,0,0
Bolívar,San Martín de Loba,2009,8847,6405,15252,414,30,241.1944122314453,0,1,1,0,114,1,0,0
Bolívar,San Martín de Loba,2010,8994,6552,15546,414,30,241.1944122314453,0,1,1,1,82,1,0,0
Bolívar,San Martín de Loba,2011,9156,6707,15863,414,30,241.1944122314453,0,1,1,4,17,1,NA,NA
Bolívar,San Martín de Loba,2012,9331,6872,16203,414,30,241.1944122314453,0,1,1,3,0,0,NA,NA
Bolívar,San Martín de Loba,2013,9517,7043,16560,414,30,241.1944122314453,0,1,1,1,0,0,NA,NA
Bolívar,San Martín de Loba,2014,9705,7215,16920,414,30,241.1944122314453,0,1,1,2,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,San Pablo,1993,17047,9179,26226,1977,75,360.7696228027344,1,0,0,NA,0,0,0,0
Bolívar,San Pablo,1994,17009,9966,26975,1977,75,360.7696228027344,1,0,0,NA,0,0,0,0
Bolívar,San Pablo,1995,11203,10855,22058,1977,75,360.7696228027344,1,0,0,NA,0,0,0,0
Bolívar,San Pablo,1996,10728,11793,22521,1977,75,360.7696228027344,1,0,0,NA,0,0,0,0
Bolívar,San Pablo,1997,10188,12794,22982,1977,75,360.7696228027344,1,0,0,NA,0,0,0,0
Bolívar,San Pablo,1998,9616,13840,23456,1977,75,360.7696228027344,1,0,0,NA,0,0,3,1
Bolívar,San Pablo,1999,9039,14915,23954,1977,75,360.7696228027344,1,0,0,NA,0,1,3,3
Bolívar,San Pablo,2000,8484,16006,24490,1977,75,360.7696228027344,1,0,0,NA,0,1,0,0
Bolívar,San Pablo,2001,7951,17062,25013,1977,75,360.7696228027344,1,0,0,NA,938,1,0,1
Bolívar,San Pablo,2002,7425,18098,25523,1977,75,360.7696228027344,1,0,0,NA,614,1,1,0
Bolívar,San Pablo,2003,6922,19099,26021,1977,75,360.7696228027344,1,0,0,1,1105,1,3,0
Bolívar,San Pablo,2004,6459,20054,26513,1977,75,360.7696228027344,1,0,0,2,756,1,0,0
Bolívar,San Pablo,2005,6058,20952,27010,1977,75,360.7696228027344,1,0,0,16,638,1,1,0
Bolívar,San Pablo,2006,5723,21788,27511,1977,75,360.7696228027344,1,0,0,17,334,1,0,0
Bolívar,San Pablo,2007,5425,22660,28085,1977,75,360.7696228027344,1,0,0,18,579,1,0,0
Bolívar,San Pablo,2008,5150,23518,28668,1977,75,360.7696228027344,1,0,0,15,1529,1,0,0
Bolívar,San Pablo,2009,4902,24378,29280,1977,75,360.7696228027344,1,0,0,24,742,1,0,0
Bolívar,San Pablo,2010,4677,25216,29893,1977,75,360.7696228027344,1,0,0,15,376,1,0,0
Bolívar,San Pablo,2011,4477,26058,30535,1977,75,360.7696228027344,1,0,0,18,384,1,NA,NA
Bolívar,San Pablo,2012,4301,26896,31197,1977,75,360.7696228027344,1,0,0,14,544,1,NA,NA
Bolívar,San Pablo,2013,4146,27730,31876,1977,75,360.7696228027344,1,0,0,7,225,1,NA,NA
Bolívar,San Pablo,2014,4011,28558,32569,1977,75,360.7696228027344,1,0,0,8,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,Santa Catalina,1993,17463,4351,21814,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,1994,17798,4421,22219,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,1995,18055,4465,22520,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,1996,7422,4474,11896,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,1997,7435,4466,11901,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,1998,7442,4448,11890,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,1999,7459,4421,11880,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,2000,7499,4393,11892,139,34,43.91639709472656,0,1,0,NA,0,0,0,0
Bolívar,Santa Catalina,2001,7560,4359,11919,139,34,43.91639709472656,0,1,0,NA,0,0,0,1
Bolívar,Santa Catalina,2002,7614,4329,11943,139,34,43.91639709472656,0,1,0,NA,0,0,1,0
Bolívar,Santa Catalina,2003,7662,4309,11971,139,34,43.91639709472656,0,1,0,5,0,0,0,0
Bolívar,Santa Catalina,2004,7706,4303,12009,139,34,43.91639709472656,0,1,0,9,0,0,0,0
Bolívar,Santa Catalina,2005,7744,4314,12058,139,34,43.91639709472656,0,1,0,4,0,0,0,0
Bolívar,Santa Catalina,2006,7783,4341,12124,139,34,43.91639709472656,0,1,0,3,0,0,0,0
Bolívar,Santa Catalina,2007,7845,4382,12227,139,34,43.91639709472656,0,1,0,4,0,0,0,0
Bolívar,Santa Catalina,2008,7909,4423,12332,139,34,43.91639709472656,0,1,0,2,0,0,0,0
Bolívar,Santa Catalina,2009,7973,4465,12438,139,34,43.91639709472656,0,1,0,5,0,0,0,0
Bolívar,Santa Catalina,2010,8039,4507,12546,139,34,43.91639709472656,0,1,0,1,0,0,0,0
Bolívar,Santa Catalina,2011,8113,4554,12667,139,34,43.91639709472656,0,1,0,0,0,0,NA,NA
Bolívar,Santa Catalina,2012,8188,4602,12790,139,34,43.91639709472656,0,1,0,2,0,0,NA,NA
Bolívar,Santa Catalina,2013,8274,4655,12929,139,34,43.91639709472656,0,1,0,5,0,0,NA,NA
Bolívar,Santa Catalina,2014,8342,4699,13041,139,34,43.91639709472656,0,1,0,1,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,Santa Rosa,1993,1712,9130,10842,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,1994,1902,9468,11370,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,1995,2141,9814,11955,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,1996,2419,10135,12554,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,1997,2729,10456,13185,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,1998,3070,10773,13843,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,1999,3437,11085,14522,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,2000,3831,11388,15219,151,20,20.378036499023438,0,1,0,NA,0,0,0,0
Bolívar,Santa Rosa,2001,4242,11654,15896,151,20,20.378036499023438,0,1,0,NA,0,0,1,0
Bolívar,Santa Rosa,2002,4647,11900,16547,151,20,20.378036499023438,0,1,0,NA,0,0,1,1
Bolívar,Santa Rosa,2003,5036,12123,17159,151,20,20.378036499023438,0,1,0,19,0,0,0,0
Bolívar,Santa Rosa,2004,5393,12320,17713,151,20,20.378036499023438,0,1,0,12,0,0,0,0
Bolívar,Santa Rosa,2005,5706,12489,18195,151,20,20.378036499023438,0,1,0,3,0,0,0,0
Bolívar,Santa Rosa,2006,5975,12627,18602,151,20,20.378036499023438,0,1,0,7,0,0,1,0
Bolívar,Santa Rosa,2007,6229,12767,18996,151,20,20.378036499023438,0,1,0,2,0,0,0,0
Bolívar,Santa Rosa,2008,6472,12921,19393,151,20,20.378036499023438,0,1,0,0,0,0,0,0
Bolívar,Santa Rosa,2009,6712,13104,19816,151,20,20.378036499023438,0,1,0,1,0,0,0,0
Bolívar,Santa Rosa,2010,6942,13299,20241,151,20,20.378036499023438,0,1,0,2,0,0,0,0
Bolívar,Santa Rosa,2011,7169,13517,20686,151,20,20.378036499023438,0,1,0,5,0,0,NA,NA
Bolívar,Santa Rosa,2012,7390,13752,21142,151,20,20.378036499023438,0,1,0,2,0,0,NA,NA
Bolívar,Santa Rosa,2013,7611,14007,21618,151,20,20.378036499023438,0,1,0,1,0,0,NA,NA
Bolívar,Santa Rosa,2014,7825,14270,22095,151,20,20.378036499023438,0,1,0,3,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,Santa Rosa del Sur,1993,16524,4942,21466,2360,50,320.1435241699219,0,0,0,NA,0,0,0,0
Bolívar,Santa Rosa del Sur,1994,17062,5447,22509,2360,50,320.1435241699219,0,0,0,NA,0,0,0,0
Bolívar,Santa Rosa del Sur,1995,17514,6035,23549,2360,50,320.1435241699219,0,0,0,NA,0,0,0,0
Bolívar,Santa Rosa del Sur,1996,17875,6678,24553,2360,50,320.1435241699219,0,0,0,NA,0,0,0,0
Bolívar,Santa Rosa del Sur,1997,18190,7380,25570,2360,50,320.1435241699219,0,0,0,NA,0,0,0,0
Bolívar,Santa Rosa del Sur,1998,18482,8133,26615,2360,50,320.1435241699219,0,0,0,NA,0,0,0,0
Bolívar,Santa Rosa del Sur,1999,18779,8928,27707,2360,50,320.1435241699219,0,0,0,NA,0,1,1,0
Bolívar,Santa Rosa del Sur,2000,19109,9757,28866,2360,50,320.1435241699219,0,0,0,NA,0,1,0,0
Bolívar,Santa Rosa del Sur,2001,19452,10591,30043,2360,50,320.1435241699219,0,0,0,NA,1502,1,0,1
Bolívar,Santa Rosa del Sur,2002,19727,11437,31164,2360,50,320.1435241699219,0,0,0,NA,996,1,0,0
Bolívar,Santa Rosa del Sur,2003,19924,12290,32214,2360,50,320.1435241699219,0,0,0,9,1336,1,0,0
Bolívar,Santa Rosa del Sur,2004,20026,13143,33169,2360,50,320.1435241699219,0,0,0,8,925,1,0,0
Bolívar,Santa Rosa del Sur,2005,20023,13992,34015,2360,50,320.1435241699219,0,0,0,19,1152,1,0,0
Bolívar,Santa Rosa del Sur,2006,19935,14830,34765,2360,50,320.1435241699219,0,0,0,18,810,1,0,0
Bolívar,Santa Rosa del Sur,2007,19854,15632,35486,2360,50,320.1435241699219,0,0,0,25,958,1,0,0
Bolívar,Santa Rosa del Sur,2008,19779,16430,36209,2360,50,320.1435241699219,0,0,0,14,1319,1,0,0
Bolívar,Santa Rosa del Sur,2009,19711,17230,36941,2360,50,320.1435241699219,0,0,0,11,1083,1,0,0
Bolívar,Santa Rosa del Sur,2010,19649,18058,37707,2360,50,320.1435241699219,0,0,0,8,745,1,0,0
Bolívar,Santa Rosa del Sur,2011,19594,18911,38505,2360,50,320.1435241699219,0,0,0,7,264,1,NA,NA
Bolívar,Santa Rosa del Sur,2012,19546,19800,39346,2360,50,320.1435241699219,0,0,0,15,526,1,NA,NA
Bolívar,Santa Rosa del Sur,2013,19504,20696,40200,2360,50,320.1435241699219,0,0,0,14,336,1,NA,NA
Bolívar,Santa Rosa del Sur,2014,19469,21621,41090,2360,50,320.1435241699219,0,0,0,9,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,Simití,1993,15072,3991,19063,1345,50,322.15960693359375,0,0,1,NA,0,0,0,0
Bolívar,Simití,1994,15128,4055,19183,1345,50,322.15960693359375,0,0,1,NA,0,0,0,0
Bolívar,Simití,1995,15016,4170,19186,1345,50,322.15960693359375,0,0,1,NA,0,0,0,0
Bolívar,Simití,1996,14757,4318,19075,1345,50,322.15960693359375,0,0,1,NA,0,0,0,0
Bolívar,Simití,1997,14414,4505,18919,1345,50,322.15960693359375,0,0,1,NA,0,0,0,0
Bolívar,Simití,1998,14028,4725,18753,1345,50,322.15960693359375,0,0,1,NA,0,0,0,0
Bolívar,Simití,1999,13634,4974,18608,1345,50,322.15960693359375,0,0,1,NA,0,1,0,2
Bolívar,Simití,2000,13271,5245,18516,1345,50,322.15960693359375,0,0,1,NA,0,1,0,0
Bolívar,Simití,2001,12938,5524,18462,1345,50,322.15960693359375,0,0,1,NA,1088,1,0,1
Bolívar,Simití,2002,12603,5812,18415,1345,50,322.15960693359375,0,0,1,NA,321,1,0,0
Bolívar,Simití,2003,12278,6104,18382,1345,50,322.15960693359375,0,0,1,0,410,1,0,0
Bolívar,Simití,2004,11983,6396,18379,1345,50,322.15960693359375,0,0,1,0,388,1,0,0
Bolívar,Simití,2005,11734,6684,18418,1345,50,322.15960693359375,0,0,1,4,188,1,0,0
Bolívar,Simití,2006,11542,6963,18505,1345,50,322.15960693359375,0,0,1,8,174,1,0,0
Bolívar,Simití,2007,11365,7250,18615,1345,50,322.15960693359375,0,0,1,12,581,1,2,0
Bolívar,Simití,2008,11200,7546,18746,1345,50,322.15960693359375,0,0,1,21,374,1,0,0
Bolívar,Simití,2009,11048,7850,18898,1345,50,322.15960693359375,0,0,1,2,319,1,0,0
Bolívar,Simití,2010,10910,8163,19073,1345,50,322.15960693359375,0,0,1,6,132,1,0,0
Bolívar,Simití,2011,10785,8484,19269,1345,50,322.15960693359375,0,0,1,6,131,1,NA,NA
Bolívar,Simití,2012,10673,8814,19487,1345,50,322.15960693359375,0,0,1,3,166,1,NA,NA
Bolívar,Simití,2013,10574,9152,19726,1345,50,322.15960693359375,0,0,1,9,54,1,NA,NA
Bolívar,Simití,2014,10490,9498,19988,1345,50,322.15960693359375,0,0,1,1,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,Soplaviento,1993,6560,7560,14120,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,1994,6660,7706,14366,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,1995,6744,7818,14562,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,1996,438,7876,8314,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,1997,425,7915,8340,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,1998,412,7935,8347,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,1999,400,7945,8345,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,2000,388,7950,8338,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,2001,377,7937,8314,88,10,42.9085807800293,0,1,0,NA,0,0,0,1
Bolívar,Soplaviento,2002,364,7928,8292,88,10,42.9085807800293,0,1,0,NA,0,0,0,0
Bolívar,Soplaviento,2003,351,7926,8277,88,10,42.9085807800293,0,1,0,1,0,0,0,0
Bolívar,Soplaviento,2004,337,7935,8272,88,10,42.9085807800293,0,1,0,1,0,0,0,0
Bolívar,Soplaviento,2005,321,7960,8281,88,10,42.9085807800293,0,1,0,0,0,0,0,0
Bolívar,Soplaviento,2006,305,7999,8304,88,10,42.9085807800293,0,1,0,0,0,0,0,0
Bolívar,Soplaviento,2007,289,8013,8302,88,10,42.9085807800293,0,1,0,0,0,0,0,0
Bolívar,Soplaviento,2008,275,8039,8314,88,10,42.9085807800293,0,1,0,0,0,0,0,0
Bolívar,Soplaviento,2009,261,8071,8332,88,10,42.9085807800293,0,1,0,0,0,0,0,0
Bolívar,Soplaviento,2010,247,8095,8342,88,10,42.9085807800293,0,1,0,0,0,0,0,0
Bolívar,Soplaviento,2011,235,8129,8364,88,10,42.9085807800293,0,1,0,0,0,0,NA,NA
Bolívar,Soplaviento,2012,223,8162,8385,88,10,42.9085807800293,0,1,0,0,0,0,NA,NA
Bolívar,Soplaviento,2013,212,8189,8401,88,10,42.9085807800293,0,1,0,0,0,0,NA,NA
Bolívar,Soplaviento,2014,201,8222,8423,88,10,42.9085807800293,0,1,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Bolívar,Talaigua Nuevo,1993,26043,4321,30364,261,33,151.09498596191406,0,1,0,NA,0,0,0,0
Bolívar,Talaigua Nuevo,1994,25824,4439,30263,261,33,151.09498596191406,0,1,0,NA,0,0,0,0
Bolívar,Talaigua Nuevo,1995,15987,4535,20522,261,33,151.09498596191406,0,1,0,NA,0,0,0,0
Bolívar,Talaigua Nuevo,1996,14981,4599,19580,261,33,151.09498596191406,0,1,0,NA,0,0,0,0
Bolívar,Talaigua Nuevo,1997,13816,4648,18464,261,33,151.09498596191406,0,1,0,NA,0,0,0,0
