department,muni,year,rural_pop,urban_pop,total_pop,area,altitude,discapital,la_violencia,ocup_espan,land_conflicts,homicides,coca_hectares,coca,farc_attacks,para_attacks
Antioquia,Medellín,1993,81590,1711901,1793491,387,1486,0,0,0,0,NA,0,0,1,0
Antioquia,Medellín,1994,79331,1752866,1832197,387,1486,0,0,0,0,NA,0,0,5,0
Antioquia,Medellín,1995,75756,1796485,1872241,387,1486,0,0,0,0,NA,0,0,3,0
Antioquia,Medellín,1996,71277,1841583,1912860,387,1486,0,0,0,0,NA,0,0,2,0
Antioquia,Medellín,1997,66305,1886988,1953293,387,1486,0,0,0,0,NA,0,0,4,1
Antioquia,Medellín,1998,61254,1931527,1992781,387,1486,0,0,0,0,NA,0,0,4,1
Antioquia,Medellín,1999,56534,1974026,2030560,387,1486,0,0,0,0,NA,0,0,3,0
Antioquia,Medellín,2000,52559,2013312,2065871,387,1486,0,0,0,0,NA,0,0,0,2
Antioquia,Medellín,2001,49479,2049139,2098618,387,1486,0,0,0,0,NA,0,0,1,11
Antioquia,Medellín,2002,46566,2083308,2129874,387,1486,0,0,0,0,NA,0,0,12,2
Antioquia,Medellín,2003,43816,2115793,2159609,387,1486,0,0,0,0,1938,0,0,1,1
Antioquia,Medellín,2004,41233,2146598,2187831,387,1486,0,0,0,0,1074,0,0,0,1
Antioquia,Medellín,2005,38813,2175681,2214494,387,1486,0,0,0,0,755,0,0,0,0
Antioquia,Medellín,2006,37668,2201335,2239003,387,1486,0,0,0,0,709,0,0,0,0
Antioquia,Medellín,2007,36575,2228669,2265244,387,1486,0,0,0,0,654,0,0,2,0
Antioquia,Medellín,2008,35533,2255845,2291378,387,1486,0,0,0,0,871,0,0,0,0
Antioquia,Medellín,2009,34542,2282794,2317336,387,1486,0,0,0,0,1432,0,0,0,0
Antioquia,Medellín,2010,33603,2309446,2343049,387,1486,0,0,0,0,1408,0,0,0,0
Antioquia,Medellín,2011,32714,2335568,2368282,387,1486,0,0,0,0,1563,0,0,NA,NA
Antioquia,Medellín,2012,31877,2361134,2393011,387,1486,0,0,0,0,1249,0,0,NA,NA
Antioquia,Medellín,2013,31092,2386233,2417325,387,1486,0,0,0,0,919,0,0,NA,NA
Antioquia,Medellín,2014,30358,2410765,2441123,387,1486,0,0,0,0,659,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Abejorral,1993,17152,6583,23735,497,2125,58.20087432861328,0,0,0,NA,0,0,0,0
Antioquia,Abejorral,1994,16772,6525,23297,497,2125,58.20087432861328,0,0,0,NA,0,0,0,0
Antioquia,Abejorral,1995,16401,6474,22875,497,2125,58.20087432861328,0,0,0,NA,0,0,0,0
Antioquia,Abejorral,1996,16049,6430,22479,497,2125,58.20087432861328,0,0,0,NA,0,0,1,0
Antioquia,Abejorral,1997,15717,6392,22109,497,2125,58.20087432861328,0,0,0,NA,0,0,0,0
Antioquia,Abejorral,1998,15411,6357,21768,497,2125,58.20087432861328,0,0,0,NA,0,0,0,1
Antioquia,Abejorral,1999,15135,6327,21462,497,2125,58.20087432861328,0,0,0,NA,0,0,0,0
Antioquia,Abejorral,2000,14895,6300,21195,497,2125,58.20087432861328,0,0,0,NA,0,0,1,1
Antioquia,Abejorral,2001,14687,6279,20966,497,2125,58.20087432861328,0,0,0,NA,0,0,4,0
Antioquia,Abejorral,2002,14494,6265,20759,497,2125,58.20087432861328,0,0,0,NA,0,0,2,1
Antioquia,Abejorral,2003,14311,6259,20570,497,2125,58.20087432861328,0,0,0,33,0,0,2,0
Antioquia,Abejorral,2004,14141,6260,20401,497,2125,58.20087432861328,0,0,0,19,0,0,0,0
Antioquia,Abejorral,2005,13978,6271,20249,497,2125,58.20087432861328,0,0,0,18,0,0,0,0
Antioquia,Abejorral,2006,13822,6291,20113,497,2125,58.20087432861328,0,0,0,14,0,0,2,0
Antioquia,Abejorral,2007,13705,6317,20022,497,2125,58.20087432861328,0,0,0,6,0,0,0,0
Antioquia,Abejorral,2008,13579,6351,19930,497,2125,58.20087432861328,0,0,0,5,0,0,0,0
Antioquia,Abejorral,2009,13462,6391,19853,497,2125,58.20087432861328,0,0,0,2,0,0,0,0
Antioquia,Abejorral,2010,13311,6439,19750,497,2125,58.20087432861328,0,0,0,4,0,0,0,0
Antioquia,Abejorral,2011,13179,6493,19672,497,2125,58.20087432861328,0,0,0,3,0,0,NA,NA
Antioquia,Abejorral,2012,13030,6540,19570,497,2125,58.20087432861328,0,0,0,8,0,0,NA,NA
Antioquia,Abejorral,2013,12891,6587,19478,497,2125,58.20087432861328,0,0,0,6,0,0,NA,NA
Antioquia,Abejorral,2014,12746,6636,19382,497,2125,58.20087432861328,0,0,0,4,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Abriaquí,1993,2353,867,3220,293,1920,63.85463333129883,0,1,0,NA,0,0,0,0
Antioquia,Abriaquí,1994,2332,877,3209,293,1920,63.85463333129883,0,1,0,NA,0,0,0,0
Antioquia,Abriaquí,1995,2302,885,3187,293,1920,63.85463333129883,0,1,0,NA,0,0,0,0
Antioquia,Abriaquí,1996,2265,893,3158,293,1920,63.85463333129883,0,1,0,NA,0,0,0,0
Antioquia,Abriaquí,1997,2224,897,3121,293,1920,63.85463333129883,0,1,0,NA,0,0,1,0
Antioquia,Abriaquí,1998,2176,900,3076,293,1920,63.85463333129883,0,1,0,NA,0,0,3,0
Antioquia,Abriaquí,1999,2127,900,3027,293,1920,63.85463333129883,0,1,0,NA,0,0,1,0
Antioquia,Abriaquí,2000,2075,896,2971,293,1920,63.85463333129883,0,1,0,NA,0,0,0,0
Antioquia,Abriaquí,2001,2023,889,2912,293,1920,63.85463333129883,0,1,0,NA,0,0,1,0
Antioquia,Abriaquí,2002,1973,883,2856,293,1920,63.85463333129883,0,1,0,NA,0,0,0,0
Antioquia,Abriaquí,2003,1924,875,2799,293,1920,63.85463333129883,0,1,0,6,0,0,1,0
Antioquia,Abriaquí,2004,1878,866,2744,293,1920,63.85463333129883,0,1,0,1,0,0,1,1
Antioquia,Abriaquí,2005,1832,858,2690,293,1920,63.85463333129883,0,1,0,0,0,0,0,0
Antioquia,Abriaquí,2006,1787,849,2636,293,1920,63.85463333129883,0,1,0,2,0,0,1,0
Antioquia,Abriaquí,2007,1730,840,2570,293,1920,63.85463333129883,0,1,0,0,0,0,0,0
Antioquia,Abriaquí,2008,1673,831,2504,293,1920,63.85463333129883,0,1,0,0,0,0,0,0
Antioquia,Abriaquí,2009,1637,821,2458,293,1920,63.85463333129883,0,1,0,0,0,0,0,0
Antioquia,Abriaquí,2010,1586,811,2397,293,1920,63.85463333129883,0,1,0,0,0,0,0,0
Antioquia,Abriaquí,2011,1536,800,2336,293,1920,63.85463333129883,0,1,0,0,0,0,NA,NA
Antioquia,Abriaquí,2012,1502,788,2290,293,1920,63.85463333129883,0,1,0,0,0,0,NA,NA
Antioquia,Abriaquí,2013,1455,776,2231,293,1920,63.85463333129883,0,1,0,0,0,0,NA,NA
Antioquia,Abriaquí,2014,1411,764,2175,293,1920,63.85463333129883,0,1,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Alejandría,1993,2643,2089,4732,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,1994,2580,2086,4666,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,1995,2510,2079,4589,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,1996,2435,2068,4503,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,1997,2358,2054,4412,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,1998,2282,2037,4319,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,1999,2209,2017,4226,151,1650,61.11421585083008,0,0,0,NA,0,0,0,0
Antioquia,Alejandría,2000,2142,1995,4137,151,1650,61.11421585083008,0,0,0,NA,0,0,0,2
Antioquia,Alejandría,2001,2081,1972,4053,151,1650,61.11421585083008,0,0,0,NA,0,0,0,1
Antioquia,Alejandría,2002,2028,1950,3978,151,1650,61.11421585083008,0,0,0,NA,0,0,0,1
Antioquia,Alejandría,2003,1982,1930,3912,151,1650,61.11421585083008,0,0,0,7,0,0,0,0
Antioquia,Alejandría,2004,1946,1912,3858,151,1650,61.11421585083008,0,0,0,7,0,0,0,0
Antioquia,Alejandría,2005,1920,1896,3816,151,1650,61.11421585083008,0,0,0,4,0,0,0,0
Antioquia,Alejandría,2006,1905,1884,3789,151,1650,61.11421585083008,0,0,0,3,0,0,0,0
Antioquia,Alejandría,2007,1873,1874,3747,151,1650,61.11421585083008,0,0,0,2,0,0,0,0
Antioquia,Alejandría,2008,1860,1864,3724,151,1650,61.11421585083008,0,0,0,0,0,0,0,0
Antioquia,Alejandría,2009,1834,1854,3688,151,1650,61.11421585083008,0,0,0,0,0,0,0,0
Antioquia,Alejandría,2010,1807,1845,3652,151,1650,61.11421585083008,0,0,0,0,0,0,0,0
Antioquia,Alejandría,2011,1781,1837,3618,151,1650,61.11421585083008,0,0,0,0,0,0,NA,NA
Antioquia,Alejandría,2012,1745,1830,3575,151,1650,61.11421585083008,0,0,0,0,0,0,NA,NA
Antioquia,Alejandría,2013,1726,1824,3550,151,1650,61.11421585083008,0,0,0,1,0,0,NA,NA
Antioquia,Alejandría,2014,1684,1818,3502,151,1650,61.11421585083008,0,0,0,0,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Amagá,1993,14025,10394,24419,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,1994,13994,10639,24633,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,1995,13927,10896,24823,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,1996,13834,11168,25002,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,1997,13724,11451,25175,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,1998,13608,11748,25356,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,1999,13496,12057,25553,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,2000,13395,12380,25775,85,1392,29.878856658935547,0,0,0,NA,0,0,0,0
Antioquia,Amagá,2001,13311,12716,26027,85,1392,29.878856658935547,0,0,0,NA,0,0,0,1
Antioquia,Amagá,2002,13241,13053,26294,85,1392,29.878856658935547,0,0,0,NA,0,0,0,2
Antioquia,Amagá,2003,13180,13391,26571,85,1392,29.878856658935547,0,0,0,27,0,0,0,1
Antioquia,Amagá,2004,13128,13730,26858,85,1392,29.878856658935547,0,0,0,13,0,0,0,0
Antioquia,Amagá,2005,13085,14070,27155,85,1392,29.878856658935547,0,0,0,6,0,0,0,0
Antioquia,Amagá,2006,13044,14411,27455,85,1392,29.878856658935547,0,0,0,8,0,0,0,0
Antioquia,Amagá,2007,12990,14719,27709,85,1392,29.878856658935547,0,0,0,18,0,0,0,0
Antioquia,Amagá,2008,12939,15011,27950,85,1392,29.878856658935547,0,0,0,15,0,0,0,0
Antioquia,Amagá,2009,12898,15294,28192,85,1392,29.878856658935547,0,0,0,8,0,0,0,0
Antioquia,Amagá,2010,12865,15568,28433,85,1392,29.878856658935547,0,0,0,10,0,0,0,0
Antioquia,Amagá,2011,12837,15827,28664,85,1392,29.878856658935547,0,0,0,17,0,0,NA,NA
Antioquia,Amagá,2012,12821,16076,28897,85,1392,29.878856658935547,0,0,0,26,0,0,NA,NA
Antioquia,Amagá,2013,12805,16312,29117,85,1392,29.878856658935547,0,0,0,25,0,0,NA,NA
Antioquia,Amagá,2014,12799,16540,29339,85,1392,29.878856658935547,0,0,0,11,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Amalfi,1993,9910,9160,19070,1224,1550,105.13086700439453,0,0,0,NA,0,0,0,0
Antioquia,Amalfi,1994,9862,9354,19216,1224,1550,105.13086700439453,0,0,0,NA,0,0,0,0
Antioquia,Amalfi,1995,9807,9537,19344,1224,1550,105.13086700439453,0,0,0,NA,0,0,0,0
Antioquia,Amalfi,1996,9751,9712,19463,1224,1550,105.13086700439453,0,0,0,NA,0,0,0,0
Antioquia,Amalfi,1997,9697,9877,19574,1224,1550,105.13086700439453,0,0,0,NA,0,0,0,0
Antioquia,Amalfi,1998,9649,10032,19681,1224,1550,105.13086700439453,0,0,0,NA,0,0,0,0
Antioquia,Amalfi,1999,9612,10176,19788,1224,1550,105.13086700439453,0,0,0,NA,0,1,0,0
Antioquia,Amalfi,2000,9589,10310,19899,1224,1550,105.13086700439453,0,0,0,NA,0,1,0,2
Antioquia,Amalfi,2001,9582,10437,20019,1224,1550,105.13086700439453,0,0,0,NA,31,1,1,1
Antioquia,Amalfi,2002,9578,10561,20139,1224,1550,105.13086700439453,0,0,0,NA,110,1,0,0
Antioquia,Amalfi,2003,9578,10684,20262,1224,1550,105.13086700439453,0,0,0,21,74,1,0,0
Antioquia,Amalfi,2004,9582,10809,20391,1224,1550,105.13086700439453,0,0,0,21,173,1,0,0
Antioquia,Amalfi,2005,9589,10936,20525,1224,1550,105.13086700439453,0,0,0,9,210,1,0,0
Antioquia,Amalfi,2006,9597,11068,20665,1224,1550,105.13086700439453,0,0,0,14,342,1,0,0
Antioquia,Amalfi,2007,9617,11209,20826,1224,1550,105.13086700439453,0,0,0,10,246,1,0,0
Antioquia,Amalfi,2008,9638,11347,20985,1224,1550,105.13086700439453,0,0,0,23,151,1,0,0
Antioquia,Amalfi,2009,9659,11479,21138,1224,1550,105.13086700439453,0,0,0,7,108,1,0,0
Antioquia,Amalfi,2010,9684,11611,21295,1224,1550,105.13086700439453,0,0,0,6,103,1,0,0
Antioquia,Amalfi,2011,9710,11739,21449,1224,1550,105.13086700439453,0,0,0,8,29,1,NA,NA
Antioquia,Amalfi,2012,9746,11869,21615,1224,1550,105.13086700439453,0,0,0,12,170,1,NA,NA
Antioquia,Amalfi,2013,9777,11991,21768,1224,1550,105.13086700439453,0,0,0,14,48,1,NA,NA
Antioquia,Amalfi,2014,9816,12116,21932,1224,1550,105.13086700439453,0,0,0,21,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Andes,1993,23353,15603,38956,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,1994,23243,15790,39033,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,1995,23104,16014,39118,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,1996,22951,16274,39225,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,1997,22794,16559,39353,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,1998,22647,16862,39509,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,1999,22524,17179,39703,449,1357,76.31037902832031,0,0,0,NA,0,0,1,1
Antioquia,Andes,2000,22437,17502,39939,449,1357,76.31037902832031,0,0,0,NA,0,0,0,2
Antioquia,Andes,2001,22390,17830,40220,449,1357,76.31037902832031,0,0,0,NA,0,0,0,1
Antioquia,Andes,2002,22362,18164,40526,449,1357,76.31037902832031,0,0,0,NA,0,0,0,0
Antioquia,Andes,2003,22355,18503,40858,449,1357,76.31037902832031,0,0,0,40,0,0,1,0
Antioquia,Andes,2004,22371,18840,41211,449,1357,76.31037902832031,0,0,0,12,0,0,0,0
Antioquia,Andes,2005,22415,19176,41591,449,1357,76.31037902832031,0,0,0,20,0,0,0,0
Antioquia,Andes,2006,22479,19509,41988,449,1357,76.31037902832031,0,0,0,33,0,0,1,0
Antioquia,Andes,2007,22564,19864,42428,449,1357,76.31037902832031,0,0,0,15,0,0,0,0
Antioquia,Andes,2008,22640,20212,42852,449,1357,76.31037902832031,0,0,0,21,0,0,0,0
Antioquia,Andes,2009,22722,20568,43290,449,1357,76.31037902832031,0,0,0,14,0,0,0,0
Antioquia,Andes,2010,22797,20918,43715,449,1357,76.31037902832031,0,0,0,11,0,0,0,0
Antioquia,Andes,2011,22875,21274,44149,449,1357,76.31037902832031,0,0,0,15,0,0,NA,NA
Antioquia,Andes,2012,22950,21623,44573,449,1357,76.31037902832031,0,0,0,35,0,0,NA,NA
Antioquia,Andes,2013,23022,21972,44994,449,1357,76.31037902832031,0,0,0,31,0,0,NA,NA
Antioquia,Andes,2014,23092,22325,45417,449,1357,76.31037902832031,0,0,0,32,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Angelópolis,1993,4144,2140,6284,87,1917,19.25767707824707,0,0,0,NA,0,0,0,0
Antioquia,Angelópolis,1994,4075,2281,6356,87,1917,19.25767707824707,0,0,0,NA,0,0,0,0
Antioquia,Angelópolis,1995,3996,2446,6442,87,1917,19.25767707824707,0,0,0,NA,0,0,0,0
Antioquia,Angelópolis,1996,3911,2627,6538,87,1917,19.25767707824707,0,0,0,NA,0,0,0,0
Antioquia,Angelópolis,1997,3826,2818,6644,87,1917,19.25767707824707,0,0,0,NA,0,0,0,0
Antioquia,Angelópolis,1998,3746,3012,6758,87,1917,19.25767707824707,0,0,0,NA,0,0,1,0
Antioquia,Angelópolis,1999,3678,3201,6879,87,1917,19.25767707824707,0,0,0,NA,0,0,0,1
Antioquia,Angelópolis,2000,3624,3380,7004,87,1917,19.25767707824707,0,0,0,NA,0,0,0,3
Antioquia,Angelópolis,2001,3587,3545,7132,87,1917,19.25767707824707,0,0,0,NA,0,0,0,0
Antioquia,Angelópolis,2002,3555,3704,7259,87,1917,19.25767707824707,0,0,0,NA,0,0,0,1
Antioquia,Angelópolis,2003,3529,3859,7388,87,1917,19.25767707824707,0,0,0,6,0,0,0,0
Antioquia,Angelópolis,2004,3507,4006,7513,87,1917,19.25767707824707,0,0,0,1,0,0,0,0
Antioquia,Angelópolis,2005,3491,4150,7641,87,1917,19.25767707824707,0,0,0,3,0,0,0,0
Antioquia,Angelópolis,2006,3478,4287,7765,87,1917,19.25767707824707,0,0,0,3,0,0,0,0
Antioquia,Angelópolis,2007,3471,4423,7894,87,1917,19.25767707824707,0,0,0,2,0,0,0,0
Antioquia,Angelópolis,2008,3471,4563,8034,87,1917,19.25767707824707,0,0,0,1,0,0,0,0
Antioquia,Angelópolis,2009,3477,4674,8151,87,1917,19.25767707824707,0,0,0,2,0,0,0,0
Antioquia,Angelópolis,2010,3490,4797,8287,87,1917,19.25767707824707,0,0,0,1,0,0,0,0
Antioquia,Angelópolis,2011,3508,4907,8415,87,1917,19.25767707824707,0,0,0,2,0,0,NA,NA
Antioquia,Angelópolis,2012,3533,5018,8551,87,1917,19.25767707824707,0,0,0,9,0,0,NA,NA
Antioquia,Angelópolis,2013,3565,5115,8680,87,1917,19.25767707824707,0,0,0,7,0,0,NA,NA
Antioquia,Angelópolis,2014,3603,5203,8806,87,1917,19.25767707824707,0,0,0,3,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Angostura,1993,10747,2512,13259,392,1637,72.68952941894531,0,0,0,NA,0,0,1,0
Antioquia,Angostura,1994,10762,2492,13254,392,1637,72.68952941894531,0,0,0,NA,0,0,0,0
Antioquia,Angostura,1995,10763,2463,13226,392,1637,72.68952941894531,0,0,0,NA,0,0,0,0
Antioquia,Angostura,1996,10753,2429,13182,392,1637,72.68952941894531,0,0,0,NA,0,0,0,0
Antioquia,Angostura,1997,10732,2389,13121,392,1637,72.68952941894531,0,0,0,NA,0,0,0,0
Antioquia,Angostura,1998,10705,2348,13053,392,1637,72.68952941894531,0,0,0,NA,0,0,1,0
Antioquia,Angostura,1999,10674,2306,12980,392,1637,72.68952941894531,0,0,0,NA,0,0,0,0
Antioquia,Angostura,2000,10641,2266,12907,392,1637,72.68952941894531,0,0,0,NA,0,0,1,0
Antioquia,Angostura,2001,10609,2230,12839,392,1637,72.68952941894531,0,0,0,NA,0,0,0,0
Antioquia,Angostura,2002,10573,2195,12768,392,1637,72.68952941894531,0,0,0,NA,0,0,1,0
Antioquia,Angostura,2003,10530,2161,12691,392,1637,72.68952941894531,0,0,0,12,0,0,6,0
Antioquia,Angostura,2004,10481,2128,12609,392,1637,72.68952941894531,0,0,0,6,0,0,0,0
Antioquia,Angostura,2005,10423,2096,12519,392,1637,72.68952941894531,0,0,0,9,0,0,0,0
Antioquia,Angostura,2006,10351,2066,12417,392,1637,72.68952941894531,0,0,0,3,0,0,0,0
Antioquia,Angostura,2007,10258,2036,12294,392,1637,72.68952941894531,0,0,0,4,0,0,0,0
Antioquia,Angostura,2008,10168,2007,12175,392,1637,72.68952941894531,0,0,0,5,0,0,0,0
Antioquia,Angostura,2009,10067,1979,12046,392,1637,72.68952941894531,0,0,0,4,0,0,0,0
Antioquia,Angostura,2010,9979,1951,11930,392,1637,72.68952941894531,0,0,0,1,0,0,0,0
Antioquia,Angostura,2011,9887,1924,11811,392,1637,72.68952941894531,0,0,0,3,0,0,NA,NA
Antioquia,Angostura,2012,9798,1897,11695,392,1637,72.68952941894531,0,0,0,3,0,0,NA,NA
Antioquia,Angostura,2013,9707,1872,11579,392,1637,72.68952941894531,0,0,0,1,0,0,NA,NA
Antioquia,Angostura,2014,9617,1847,11464,392,1637,72.68952941894531,0,0,0,5,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Anorí,1993,9320,3314,12634,1447,1535,117.60968780517578,0,0,0,NA,0,0,0,0
Antioquia,Anorí,1994,9348,3441,12789,1447,1535,117.60968780517578,0,0,0,NA,0,0,0,0
Antioquia,Anorí,1995,9374,3595,12969,1447,1535,117.60968780517578,0,0,0,NA,0,0,0,0
Antioquia,Anorí,1996,9401,3770,13171,1447,1535,117.60968780517578,0,0,0,NA,0,0,0,0
Antioquia,Anorí,1997,9428,3955,13383,1447,1535,117.60968780517578,0,0,0,NA,0,0,0,1
Antioquia,Anorí,1998,9459,4145,13604,1447,1535,117.60968780517578,0,0,0,NA,0,0,0,0
Antioquia,Anorí,1999,9495,4330,13825,1447,1535,117.60968780517578,0,0,0,NA,0,1,0,1
Antioquia,Anorí,2000,9536,4502,14038,1447,1535,117.60968780517578,0,0,0,NA,0,1,0,1
Antioquia,Anorí,2001,9583,4659,14242,1447,1535,117.60968780517578,0,0,0,NA,188,1,0,0
Antioquia,Anorí,2002,9626,4816,14442,1447,1535,117.60968780517578,0,0,0,NA,369,1,1,1
Antioquia,Anorí,2003,9669,4971,14640,1447,1535,117.60968780517578,0,0,0,14,614,1,2,0
Antioquia,Anorí,2004,9706,5126,14832,1447,1535,117.60968780517578,0,0,0,14,753,1,1,1
Antioquia,Anorí,2005,9736,5280,15016,1447,1535,117.60968780517578,0,0,0,27,759,1,2,0
Antioquia,Anorí,2006,9755,5435,15190,1447,1535,117.60968780517578,0,0,0,23,836,1,0,0
Antioquia,Anorí,2007,9819,5588,15407,1447,1535,117.60968780517578,0,0,0,21,533,1,0,0
Antioquia,Anorí,2008,9865,5740,15605,1447,1535,117.60968780517578,0,0,0,12,787,1,0,0
Antioquia,Anorí,2009,9922,5890,15812,1447,1535,117.60968780517578,0,0,0,4,239,1,0,0
Antioquia,Anorí,2010,9986,6039,16025,1447,1535,117.60968780517578,0,0,0,2,526,1,0,0
Antioquia,Anorí,2011,10050,6187,16237,1447,1535,117.60968780517578,0,0,0,5,208,1,NA,NA
Antioquia,Anorí,2012,10114,6333,16447,1447,1535,117.60968780517578,0,0,0,19,361,1,NA,NA
Antioquia,Anorí,2013,10181,6477,16658,1447,1535,117.60968780517578,0,0,0,13,107,1,NA,NA
Antioquia,Anorí,2014,10249,6621,16870,1447,1535,117.60968780517578,0,0,0,23,0,1,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Santafé de Antioquia,1993,10356,10770,21126,499,550,42.07378005981445,0,1,0,NA,0,0,0,0
Antioquia,Santafé de Antioquia,1994,10291,10987,21278,499,550,42.07378005981445,0,1,0,NA,0,0,0,0
Antioquia,Santafé de Antioquia,1995,10200,11232,21432,499,550,42.07378005981445,0,1,0,NA,0,0,0,0
Antioquia,Santafé de Antioquia,1996,10093,11498,21591,499,550,42.07378005981445,0,1,0,NA,0,0,4,0
Antioquia,Santafé de Antioquia,1997,9977,11772,21749,499,550,42.07378005981445,0,1,0,NA,0,0,2,1
Antioquia,Santafé de Antioquia,1998,9859,12045,21904,499,550,42.07378005981445,0,1,0,NA,0,0,0,0
Antioquia,Santafé de Antioquia,1999,9748,12308,22056,499,550,42.07378005981445,0,1,0,NA,0,0,3,0
Antioquia,Santafé de Antioquia,2000,9653,12550,22203,499,550,42.07378005981445,0,1,0,NA,0,0,3,0
Antioquia,Santafé de Antioquia,2001,9574,12772,22346,499,550,42.07378005981445,0,1,0,NA,0,0,0,0
Antioquia,Santafé de Antioquia,2002,9498,12991,22489,499,550,42.07378005981445,0,1,0,NA,0,0,1,0
Antioquia,Santafé de Antioquia,2003,9421,13208,22629,499,550,42.07378005981445,0,1,0,19,0,0,3,0
Antioquia,Santafé de Antioquia,2004,9345,13422,22767,499,550,42.07378005981445,0,1,0,16,0,0,1,0
Antioquia,Santafé de Antioquia,2005,9267,13636,22903,499,550,42.07378005981445,0,1,0,14,0,0,0,0
Antioquia,Santafé de Antioquia,2006,9180,13851,23031,499,550,42.07378005981445,0,1,0,3,0,0,0,0
Antioquia,Santafé de Antioquia,2007,9128,14062,23190,499,550,42.07378005981445,0,1,0,3,0,0,2,0
Antioquia,Santafé de Antioquia,2008,9084,14270,23354,499,550,42.07378005981445,0,1,0,3,0,0,0,0
Antioquia,Santafé de Antioquia,2009,9048,14474,23522,499,550,42.07378005981445,0,1,0,8,0,0,0,0
Antioquia,Santafé de Antioquia,2010,9014,14674,23688,499,550,42.07378005981445,0,1,0,2,0,0,0,0
Antioquia,Santafé de Antioquia,2011,8987,14871,23858,499,550,42.07378005981445,0,1,0,7,0,0,NA,NA
Antioquia,Santafé de Antioquia,2012,8961,15064,24025,499,550,42.07378005981445,0,1,0,19,0,0,NA,NA
Antioquia,Santafé de Antioquia,2013,8949,15253,24202,499,550,42.07378005981445,0,1,0,13,0,0,NA,NA
Antioquia,Santafé de Antioquia,2014,8930,15439,24369,499,550,42.07378005981445,0,1,0,12,0,0,NA,NA
,,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Antioquia,Anza,1993,5983,978,6961,256,620,29.099184036254883,1,0,0,NA,0,0,2,0
Antioquia,Anza,1994,6023,992,7015,256,620,29.099184036254883,1,0,0,NA,0,0,0,0
Antioquia,Anza,1995,6054,1007,7061,256,620,29.099184036254883,1,0,0,NA,0,0,0,0
Antioquia,Anza,1996,6079,1022,7101,256,620,29.099184036254883,1,0,0,NA,0,0,2,0
Antioquia,Anza,1997,6100,1038,7138,256,620,29.099184036254883,1,0,0,NA,0,0,5,0
Antioquia,Anza,1998,6119,1053,7172,256,620,29.099184036254883,1,0,0,NA,0,0,0,0
Antioquia,Anza,1999,6139,1069,7208,256,620,29.099184036254883,1,0,0,NA,0,0,0,0
Antioquia,Anza,2000,6163,1085,7248,256,620,29.099184036254883,1,0,0,NA,0,0,2,1
