country,sex,age,education,ethnicity,vigilante,income,victim,coup_support,neighbor_crime
El Salvador,Female,19,11,White,1,4,0,1,0
El Salvador,Female,51,4,Mestizo,1,3,0,1,0
El Salvador,Male,23,15,Mestizo,1,11,0,0,0
El Salvador,Male,20,9,Don't Know,5,3,0,0,0
El Salvador,Male,26,9,Don't Know,1,6,0,0,0
El Salvador,Female,66,2,Don't Know,3,4,0,0,0
El Salvador,Male,24,8,Black,7,12,0,0,0
El Salvador,Male,65,6,Mestizo,3,3,0,0,0
El Salvador,Male,57,6,Black,10,10,1,1,0
El Salvador,Female,48,5,Black,5,3,0,0,0
El Salvador,Male,22,13,Mestizo,8,11,0,0,1
El Salvador,Female,41,9,Mestizo,1,5,0,1,1
El Salvador,Female,43,1,Mestizo,1,NA,0,NA,0
El Salvador,Female,32,12,Mestizo,10,16,0,0,1
El Salvador,Female,29,9,Mestizo,1,7,0,0,0
El Salvador,Male,31,9,Mestizo,10,NA,1,0,1
El Salvador,Male,35,9,Mestizo,5,NA,0,0,0
El Salvador,Male,32,10,Don't Know,5,6,0,0,1
El Salvador,Female,40,7,Mestizo,1,10,1,0,1
El Salvador,Male,29,10,Mestizo,7,4,0,1,1
El Salvador,Female,27,8,White,4,6,0,1,0
El Salvador,Female,37,0,Mestizo,8,10,0,1,0
El Salvador,Male,26,12,White,1,14,1,0,0
El Salvador,Female,37,9,Mestizo,8,NA,0,1,0
El Salvador,Female,46,9,Mestizo,10,NA,0,0,0
El Salvador,Female,29,6,Mestizo,1,5,0,1,0
El Salvador,Female,23,9,Black,7,5,0,1,0
El Salvador,Female,20,12,White,3,5,0,1,0
El Salvador,Male,32,11,Mestizo,1,16,0,0,NA
El Salvador,Male,25,11,Don't Know,6,1,1,1,1
El Salvador,Male,78,13,Mestizo,8,NA,1,0,0
El Salvador,Female,40,9,White,1,8,1,0,0
El Salvador,Male,56,2,Mestizo,7,NA,0,NA,0
El Salvador,Female,25,12,Mestizo,2,14,0,0,0
El Salvador,Female,19,11,Mestizo,7,4,0,0,0
El Salvador,Male,20,11,Mestizo,10,9,0,0,1
El Salvador,Female,52,9,Mestizo,10,2,0,1,NA
El Salvador,Male,74,6,Mestizo,5,NA,0,0,0
El Salvador,Male,76,4,Don't Know,1,13,0,1,0
El Salvador,Female,20,14,Mestizo,10,12,0,0,0
El Salvador,Female,41,4,Mestizo,2,4,0,0,1
El Salvador,Male,56,8,Mestizo,2,10,0,1,0
El Salvador,Female,48,0,Mestizo,10,16,1,0,0
El Salvador,Female,59,13,White,7,13,1,1,1
El Salvador,Male,37,12,Mestizo,2,5,0,0,0
El Salvador,Female,24,8,Don't Know,3,1,0,NA,1
El Salvador,Male,54,6,Mestizo,2,6,0,0,0
El Salvador,Female,21,12,Mestizo,2,11,1,1,0
El Salvador,Male,49,1,Mulatto,1,0,0,0,0
El Salvador,Male,53,12,Indigenous,1,14,0,0,0
El Salvador,Female,75,5,Indigenous,1,9,0,NA,0
El Salvador,Female,27,7,Mestizo,10,12,1,0,0
El Salvador,Female,52,0,Mestizo,1,8,0,0,0
El Salvador,Male,33,15,Mestizo,1,12,1,0,0
El Salvador,Male,74,9,Indigenous,5,12,0,1,0
El Salvador,Female,34,9,White,10,6,0,1,1
El Salvador,Male,35,11,Mestizo,10,9,0,0,0
El Salvador,Female,52,10,Mestizo,5,11,1,1,1
El Salvador,Male,56,3,Mestizo,7,4,0,0,0
El Salvador,Male,77,12,Mestizo,1,15,0,0,0
El Salvador,Female,37,12,Mestizo,10,15,0,1,0
El Salvador,Female,33,12,Mestizo,7,14,0,0,0
El Salvador,Female,23,9,White,1,6,0,1,0
El Salvador,Female,35,12,White,5,NA,0,0,0
El Salvador,Male,20,8,White,4,3,1,0,0
El Salvador,Male,34,11,Mestizo,7,2,0,1,0
El Salvador,Female,40,6,Mestizo,1,9,0,NA,1
El Salvador,Male,27,11,Black,1,12,0,0,0
El Salvador,Female,27,7,Mestizo,4,2,0,1,0
El Salvador,Male,22,12,Mulatto,4,8,0,0,1
El Salvador,Male,62,9,Mulatto,1,8,0,0,1
El Salvador,Female,22,9,White,1,5,1,0,1
El Salvador,Female,55,3,Mestizo,1,11,0,0,0
El Salvador,Female,20,12,Mestizo,1,7,1,0,0
El Salvador,Female,66,6,White,1,NA,0,0,0
El Salvador,Male,22,12,White,5,15,0,0,0
El Salvador,Female,20,9,Mestizo,3,8,0,0,0
El Salvador,Female,28,15,Mestizo,1,15,1,0,0
El Salvador,Male,26,12,Mestizo,3,11,0,1,0
El Salvador,Male,45,6,Black,3,10,0,0,0
El Salvador,Male,33,18,Mestizo,10,13,0,0,0
El Salvador,Female,19,13,White,1,8,0,0,0
El Salvador,Female,25,5,Mestizo,4,7,0,1,0
El Salvador,Male,54,4,Mestizo,2,NA,0,0,0
El Salvador,Female,29,9,White,10,12,1,1,1
El Salvador,Male,19,10,White,9,9,0,1,0
El Salvador,Female,55,17,Don't Know,10,9,0,0,0
El Salvador,Male,65,12,White,1,13,0,0,0
El Salvador,Male,19,9,Black,1,7,0,0,0
El Salvador,Female,18,7,White,5,2,1,1,1
El Salvador,Female,74,0,Mestizo,4,3,1,1,0
El Salvador,Male,73,1,Black,1,2,0,0,0
El Salvador,Female,21,9,Mestizo,4,8,0,0,0
El Salvador,Male,40,17,Mestizo,1,0,1,0,0
El Salvador,Female,68,9,Mestizo,7,NA,0,1,0
El Salvador,Female,21,6,Black,1,3,0,0,0
El Salvador,Female,41,0,Black,3,7,0,1,0
El Salvador,Female,78,4,Mestizo,10,6,0,0,0
El Salvador,Female,42,9,White,9,6,0,0,0
El Salvador,Male,40,6,Mestizo,4,13,0,0,1
El Salvador,Male,39,9,Mestizo,3,8,0,0,0
El Salvador,Male,21,7,White,9,14,0,0,0
El Salvador,Female,22,8,Mestizo,1,9,0,1,0
El Salvador,Male,30,17,Mestizo,4,16,1,0,1
El Salvador,Male,23,12,Mestizo,10,11,0,1,1
El Salvador,Female,63,12,Mestizo,1,14,1,0,0
El Salvador,Male,72,15,Mestizo,1,14,0,0,0
El Salvador,Female,61,6,Mestizo,10,6,1,1,1
El Salvador,Male,26,12,Mestizo,6,4,1,0,0
El Salvador,Female,33,9,Mestizo,10,8,1,1,1
El Salvador,Male,27,15,Mestizo,1,14,0,0,0
El Salvador,Male,65,6,White,6,2,0,NA,1
El Salvador,Female,60,1,Black,10,NA,0,NA,0
El Salvador,Male,69,7,Mestizo,4,NA,1,0,0
El Salvador,Male,34,9,White,10,1,0,NA,1
El Salvador,Female,65,6,Mestizo,10,9,0,1,0
El Salvador,Female,22,11,White,10,NA,0,0,0
El Salvador,Female,77,2,White,1,NA,0,1,0
El Salvador,Female,36,12,Mulatto,3,12,1,0,0
El Salvador,Male,61,18,Mestizo,1,16,0,0,0
El Salvador,Female,24,6,White,3,5,0,0,0
El Salvador,Male,36,6,Don't Know,3,6,1,0,0
El Salvador,Male,31,17,Mestizo,5,10,0,1,0
El Salvador,Female,35,9,Mestizo,5,0,0,0,0
El Salvador,Female,51,12,Mestizo,1,15,1,1,1
El Salvador,Male,20,9,Black,6,2,0,0,0
El Salvador,Female,38,6,Black,8,NA,1,0,1
El Salvador,Female,47,9,Mestizo,5,11,0,0,0
El Salvador,Female,19,4,No Response,1,4,0,0,1
El Salvador,Female,53,1,Don't Know,8,0,0,1,0
El Salvador,Female,44,10,Mestizo,1,8,0,0,0
El Salvador,Female,49,0,White,5,5,0,0,1
El Salvador,Male,67,2,Mestizo,10,4,0,0,0
El Salvador,Female,39,7,White,1,13,0,1,1
El Salvador,Male,20,16,Mestizo,1,9,1,1,0
El Salvador,Male,20,11,Mestizo,1,14,1,0,0
El Salvador,Female,23,12,Don't Know,10,13,1,0,1
El Salvador,Female,32,6,Mestizo,2,8,0,0,0
El Salvador,Female,48,5,Mestizo,4,8,1,0,1
El Salvador,Female,21,12,White,3,6,0,1,0
El Salvador,Female,54,12,Mestizo,3,4,1,1,1
El Salvador,Female,63,4,White,1,8,0,NA,1
El Salvador,Male,54,9,Mestizo,2,6,1,0,1
El Salvador,Female,30,9,Mestizo,1,12,0,0,0
El Salvador,Female,54,1,Indigenous,1,NA,0,0,0
El Salvador,Male,33,12,Mestizo,10,9,1,1,1
El Salvador,Male,18,12,Mestizo,8,6,1,1,0
El Salvador,Male,58,6,Mestizo,1,12,0,0,1
El Salvador,Male,23,12,Mestizo,6,3,1,NA,1
El Salvador,Female,22,10,Mestizo,3,0,0,0,0
El Salvador,Male,31,12,White,4,16,0,0,0
El Salvador,Female,34,3,Mestizo,1,4,0,1,0
El Salvador,Female,27,12,Mestizo,5,NA,0,1,0
El Salvador,Female,52,9,Indigenous,1,NA,0,0,0
El Salvador,Female,46,6,White,2,5,0,0,1
El Salvador,Male,45,6,Don't Know,8,8,0,NA,0
El Salvador,Male,22,12,Mestizo,2,5,1,0,0
El Salvador,Male,36,1,Mestizo,5,8,1,1,1
El Salvador,Male,79,0,White,1,NA,0,0,1
El Salvador,Male,19,13,Indigenous,3,16,0,0,0
El Salvador,Male,57,18,White,1,16,0,1,0
El Salvador,Female,19,9,Mestizo,2,9,0,1,0
El Salvador,Male,45,1,Black,5,3,0,0,0
El Salvador,Female,38,15,Mestizo,10,14,1,1,0
El Salvador,Male,49,4,White,5,9,1,1,1
El Salvador,Male,22,15,Mestizo,4,12,0,1,0
El Salvador,Female,21,15,Mestizo,6,8,0,0,0
El Salvador,Female,19,10,White,1,9,0,0,0
El Salvador,Female,29,16,Mestizo,1,16,1,1,1
El Salvador,Male,44,4,White,10,12,0,1,1
El Salvador,Male,20,14,Mestizo,2,15,0,0,0
El Salvador,Male,72,9,Mestizo,1,NA,0,0,0
El Salvador,Male,56,17,Mestizo,1,15,0,0,0
El Salvador,Female,56,3,White,10,11,0,0,0
El Salvador,Female,67,18,Mestizo,3,16,0,0,0
El Salvador,Female,28,6,Mestizo,8,6,0,NA,0
El Salvador,Male,31,12,White,1,NA,1,1,0
El Salvador,Female,28,6,Mestizo,2,14,0,1,0
El Salvador,Female,56,7,Mestizo,1,4,0,0,0
El Salvador,Male,44,12,Don't Know,1,11,0,0,0
El Salvador,Female,27,5,White,1,1,0,0,0
El Salvador,Male,41,12,Mestizo,3,8,0,0,0
El Salvador,Female,19,7,Indigenous,4,11,0,0,0
El Salvador,Female,25,12,Don't Know,10,5,0,1,0
El Salvador,Female,39,11,Mestizo,10,NA,0,0,0
El Salvador,Female,20,11,Indigenous,5,8,0,1,0
El Salvador,Female,20,9,Mestizo,9,11,0,NA,0
El Salvador,Male,31,12,Don't Know,6,13,0,0,0
El Salvador,Male,77,3,Indigenous,4,6,0,0,0
El Salvador,Male,42,9,Mestizo,1,14,0,0,0
El Salvador,Female,56,1,Mestizo,1,4,0,0,0
El Salvador,Female,35,9,White,7,4,0,0,0
El Salvador,Female,74,0,Mestizo,8,NA,0,0,0
El Salvador,Female,70,0,Mestizo,1,7,0,NA,0
El Salvador,Female,60,3,Mestizo,7,11,0,0,0
El Salvador,Female,71,4,Mestizo,1,5,0,NA,0
El Salvador,Male,19,12,Indigenous,3,9,0,1,0
El Salvador,Female,35,11,Mestizo,1,NA,0,0,0
El Salvador,Female,59,4,Mestizo,1,0,0,1,0
El Salvador,Female,44,12,Mestizo,8,8,0,0,1
El Salvador,Male,72,1,Mestizo,5,9,0,0,0
El Salvador,Male,26,14,Mestizo,6,9,0,0,0
El Salvador,Male,22,9,Mestizo,8,14,1,NA,1
El Salvador,Female,25,6,Mestizo,3,3,0,0,1
El Salvador,Female,19,7,Indigenous,8,1,0,0,0
El Salvador,Female,23,11,Don't Know,1,3,0,0,1
El Salvador,Male,20,11,Mestizo,4,11,0,1,1
El Salvador,Female,44,3,Don't Know,1,3,0,0,0
El Salvador,Male,39,11,Mestizo,1,10,0,0,0
El Salvador,Female,45,1,Mestizo,4,7,0,0,0
El Salvador,Male,31,6,Don't Know,1,4,0,1,0
El Salvador,Female,58,13,White,3,16,0,1,0
El Salvador,Female,24,8,Mestizo,1,6,1,0,0
El Salvador,Male,53,12,Indigenous,2,1,0,0,0
El Salvador,Male,73,6,White,1,12,0,0,0
El Salvador,Male,55,15,Mestizo,5,16,0,0,0
El Salvador,Male,30,9,Mestizo,1,10,1,1,1
El Salvador,Male,76,6,Other,6,12,0,0,1
El Salvador,Female,49,0,White,9,2,0,0,0
El Salvador,Female,21,10,Indigenous,6,4,0,0,0
El Salvador,Female,42,8,Mestizo,1,8,1,1,0
El Salvador,Female,50,12,White,6,12,0,0,0
El Salvador,Male,58,6,Mestizo,8,3,0,0,0
El Salvador,Male,38,12,Mestizo,9,13,1,1,0
El Salvador,Male,38,9,White,1,8,0,1,0
El Salvador,Male,38,9,Mestizo,1,13,0,1,0
El Salvador,Female,38,11,White,2,6,0,0,0
El Salvador,Female,20,1,White,1,3,0,0,0
El Salvador,Female,54,9,Mestizo,1,NA,0,0,1
El Salvador,Female,74,2,White,1,8,0,0,0
El Salvador,Male,75,4,Mestizo,1,7,0,0,0
El Salvador,Female,55,6,Mestizo,7,4,0,1,0
El Salvador,Female,19,9,Black,1,12,1,1,0
El Salvador,Female,25,6,Mestizo,1,9,0,0,0
El Salvador,Male,45,4,Don't Know,3,4,0,0,0
El Salvador,Male,67,2,Mestizo,2,9,0,0,0
El Salvador,Female,52,2,Mulatto,1,11,1,NA,0
El Salvador,Male,27,17,Don't Know,1,16,0,0,0
El Salvador,Male,25,13,Mestizo,7,NA,1,0,0
El Salvador,Male,53,14,Mestizo,10,10,1,0,NA
El Salvador,Female,32,17,Mestizo,1,13,1,1,0
El Salvador,Female,50,4,Mestizo,4,NA,0,0,0
El Salvador,Female,63,2,Black,6,1,1,0,0
El Salvador,Female,47,9,Black,1,3,0,1,0
El Salvador,Female,48,6,Mestizo,NA,NA,1,1,0
El Salvador,Male,62,4,Mestizo,7,NA,0,0,0
El Salvador,Female,23,15,Don't Know,5,16,0,NA,1
El Salvador,Female,24,14,White,1,15,0,1,0
El Salvador,Female,36,9,Mestizo,1,12,0,0,0
El Salvador,Female,56,5,Other,1,0,0,0,0
El Salvador,Female,76,0,Mestizo,2,1,0,1,0
El Salvador,Male,25,15,Mestizo,5,15,1,1,1
El Salvador,Male,25,9,Black,8,8,0,1,0
El Salvador,Male,71,10,Mestizo,4,8,0,1,0
El Salvador,Female,41,9,Don't Know,10,3,0,1,0
El Salvador,Female,25,12,Mestizo,1,4,1,1,1
El Salvador,Male,76,6,Don't Know,6,3,0,0,1
El Salvador,Male,25,12,Mestizo,7,11,1,0,1
El Salvador,Male,51,17,Mestizo,4,15,0,0,0
El Salvador,Male,23,12,Mestizo,2,9,0,0,0
El Salvador,Male,31,14,Mestizo,5,15,0,0,0
El Salvador,Male,21,14,Mestizo,4,9,1,0,0
El Salvador,Female,27,15,Mestizo,5,NA,0,0,0
El Salvador,Female,56,0,White,4,2,0,NA,0
El Salvador,Female,32,17,Black,5,14,0,0,0
El Salvador,Female,28,17,White,1,NA,0,0,1
El Salvador,Male,27,6,Mestizo,2,13,0,0,0
El Salvador,Male,19,8,Mestizo,10,6,0,0,0
El Salvador,Female,35,8,White,1,7,0,0,0
El Salvador,Female,31,0,Mestizo,3,8,0,0,0
El Salvador,Male,24,9,Mestizo,1,8,0,0,1
El Salvador,Female,57,2,Mulatto,8,10,0,1,1
El Salvador,Male,37,5,Mestizo,3,10,0,0,0
El Salvador,Male,54,15,Mestizo,1,NA,0,0,0
El Salvador,Female,21,11,White,1,16,0,0,0
El Salvador,Male,62,0,Mestizo,4,4,0,0,0
El Salvador,Male,57,10,Mestizo,1,13,0,0,1
El Salvador,Female,44,3,Mestizo,2,4,0,0,0
El Salvador,Female,65,1,White,2,NA,0,0,0
El Salvador,Male,53,2,Indigenous,2,4,0,0,0
El Salvador,Female,70,6,Don't Know,NA,4,0,0,0
El Salvador,Male,35,9,Mestizo,2,NA,1,1,0
El Salvador,Female,22,12,Mestizo,3,13,0,1,0
El Salvador,Female,36,9,White,5,9,0,1,0
El Salvador,Female,29,12,Other,10,14,1,0,0
El Salvador,Female,63,6,White,2,8,0,0,0
El Salvador,Male,38,9,Mestizo,1,10,0,0,0
El Salvador,Male,25,12,Mestizo,1,NA,0,0,0
El Salvador,Female,23,6,White,1,5,0,NA,0
El Salvador,Female,51,12,Indigenous,1,10,0,0,0
El Salvador,Male,50,18,Mestizo,5,16,0,0,0
El Salvador,Female,28,9,Mestizo,1,6,0,0,1
El Salvador,Male,23,15,Mestizo,2,15,1,0,0
El Salvador,Female,74,2,Black,8,4,0,1,0
El Salvador,Female,28,11,Mestizo,6,NA,0,1,1
El Salvador,Male,49,12,Mestizo,NA,0,0,1,NA
El Salvador,Female,31,7,Mestizo,1,13,0,0,1
El Salvador,Male,38,12,Mestizo,10,NA,1,1,0
El Salvador,Female,55,8,Mestizo,1,9,0,NA,1
El Salvador,Male,19,11,Mestizo,10,9,0,1,0
El Salvador,Female,57,13,Mestizo,6,NA,0,0,NA
El Salvador,Female,25,12,Mestizo,4,10,0,1,0
El Salvador,Female,25,7,Mestizo,3,0,0,0,0
El Salvador,Male,34,17,Mestizo,8,16,0,0,0
El Salvador,Male,48,18,Mestizo,9,16,0,0,0
El Salvador,Male,43,12,Mestizo,1,11,0,0,1
El Salvador,Male,25,6,Mestizo,1,1,0,0,0
El Salvador,Female,38,9,Mestizo,1,15,0,0,0
El Salvador,Female,21,12,Indigenous,1,7,1,1,1
El Salvador,Male,48,6,Indigenous,6,13,0,0,0
El Salvador,Female,63,0,Other,1,NA,0,1,0
El Salvador,Male,37,7,Mestizo,1,9,0,0,1
El Salvador,Female,70,0,Mestizo,NA,1,0,0,0
El Salvador,Male,62,17,Mulatto,10,15,0,0,0
El Salvador,Male,42,3,Mestizo,2,10,0,0,0
El Salvador,Male,22,12,Mestizo,5,5,1,0,0
El Salvador,Female,55,6,Mulatto,8,2,0,1,1
El Salvador,Female,58,2,Mestizo,6,NA,0,0,0
El Salvador,Female,31,14,Mestizo,1,2,0,1,0
El Salvador,Male,25,9,Indigenous,1,9,0,0,0
El Salvador,Female,48,2,Mestizo,4,NA,0,0,1
El Salvador,Female,41,12,Mestizo,7,16,0,0,0
El Salvador,Female,52,14,Mestizo,2,9,1,0,1
El Salvador,Male,68,6,White,2,NA,0,1,0
El Salvador,Female,41,6,White,2,8,0,1,0
El Salvador,Female,34,9,White,8,4,0,0,0
El Salvador,Male,31,12,Mestizo,6,8,1,1,0
El Salvador,Female,48,3,White,3,3,1,0,1
El Salvador,Female,36,1,Mestizo,1,6,0,1,0
El Salvador,Female,33,2,Mestizo,6,4,0,1,0
El Salvador,Female,32,12,Mestizo,1,11,1,0,1
El Salvador,Female,55,12,Black,2,3,0,0,0
El Salvador,Female,30,12,Mestizo,5,12,0,0,0
El Salvador,Male,27,12,White,6,NA,0,0,NA
El Salvador,Female,66,6,Black,1,11,0,0,1
El Salvador,Male,19,13,Mulatto,7,9,0,0,1
El Salvador,Female,18,11,White,5,15,0,1,1
El Salvador,Male,19,11,Mestizo,1,5,0,0,0
El Salvador,Female,26,12,Mestizo,5,4,0,1,1
El Salvador,Male,92,4,White,5,NA,0,0,0
El Salvador,Male,32,12,Mestizo,10,10,0,0,0
El Salvador,Male,42,0,Don't Know,2,2,0,0,0
El Salvador,Male,68,2,Mestizo,1,10,0,0,0
El Salvador,Male,25,12,Mestizo,6,9,0,0,1
El Salvador,Female,57,12,Mestizo,4,16,0,1,0
El Salvador,Female,21,14,Don't Know,10,NA,1,1,1
El Salvador,Female,20,10,Mestizo,4,8,0,1,0
El Salvador,Male,21,9,Mestizo,1,10,0,1,0
El Salvador,Female,29,11,Indigenous,9,4,0,0,1
El Salvador,Male,65,6,Indigenous,10,12,0,1,0
El Salvador,Male,59,0,Indigenous,1,2,0,0,0
El Salvador,Male,29,9,Mestizo,5,14,0,1,1
El Salvador,Female,53,4,White,10,5,1,1,0
El Salvador,Male,39,11,Mestizo,1,NA,0,NA,0
El Salvador,Male,27,12,Mestizo,7,13,1,1,1
El Salvador,Male,51,15,Mestizo,1,12,1,0,0
El Salvador,Female,53,8,White,6,10,0,0,0
El Salvador,Female,31,7,Mestizo,1,10,0,0,0
El Salvador,Male,24,9,Mestizo,1,15,0,1,1
El Salvador,Female,79,6,Mestizo,2,4,0,1,0
El Salvador,Female,22,15,Mestizo,6,8,1,1,0
El Salvador,Male,46,17,Mestizo,2,15,0,1,1
El Salvador,Female,44,14,White,3,NA,1,0,1
El Salvador,Female,52,2,Mestizo,1,7,0,NA,0
El Salvador,Male,62,6,Black,10,4,0,1,0
El Salvador,Male,58,0,Other,10,NA,0,1,0
El Salvador,Female,28,4,White,5,5,0,0,0
El Salvador,Female,31,9,White,9,7,0,0,0
El Salvador,Female,25,6,White,1,3,0,1,1
El Salvador,Male,36,18,Mestizo,7,14,1,1,1
El Salvador,Male,60,2,Don't Know,1,2,0,0,0
El Salvador,Female,40,9,Mestizo,1,10,1,1,1
El Salvador,Female,42,6,Mestizo,1,15,0,0,0
El Salvador,Male,63,12,White,1,13,1,0,1
El Salvador,Male,47,9,Mulatto,1,9,0,1,0
El Salvador,Male,27,12,White,10,NA,0,1,0
El Salvador,Male,47,7,Mestizo,1,10,0,0,0
El Salvador,Female,46,4,Mestizo,1,11,0,0,0
El Salvador,Male,64,2,Mestizo,10,3,0,0,0
El Salvador,Female,60,5,Don't Know,9,6,0,0,1
El Salvador,Male,26,12,Mestizo,3,11,0,NA,1
El Salvador,Female,59,4,Indigenous,2,10,0,0,0
El Salvador,Female,23,12,Mestizo,8,9,1,0,0
El Salvador,Female,28,0,Mestizo,1,8,0,1,0
El Salvador,Female,46,5,Mestizo,4,5,0,1,0
El Salvador,Female,79,0,White,10,8,0,NA,0
El Salvador,Male,69,3,Indigenous,10,3,0,0,0
El Salvador,Male,80,0,White,3,7,0,1,0
El Salvador,Female,34,9,Mestizo,9,4,0,0,0
El Salvador,Male,31,12,Mestizo,1,4,0,1,1
El Salvador,Female,70,3,Mestizo,1,6,0,0,0
El Salvador,Female,35,0,Mestizo,1,1,0,0,0
El Salvador,Male,43,0,White,10,7,0,0,0
El Salvador,Male,67,0,White,2,9,0,0,0
El Salvador,Female,74,0,Mestizo,1,9,0,0,0
El Salvador,Female,56,3,Mestizo,8,11,1,0,1
El Salvador,Male,62,4,Mestizo,5,4,0,0,0
El Salvador,Male,22,12,Other,10,14,0,0,1
El Salvador,Male,44,4,Mestizo,1,4,0,0,0
El Salvador,Male,19,12,Mestizo,10,16,1,0,0
El Salvador,Male,80,0,White,1,12,0,0,0
El Salvador,Female,42,11,Mestizo,1,11,0,1,0
El Salvador,Female,29,12,Mestizo,6,13,1,0,0
El Salvador,Female,40,7,White,1,NA,0,1,0
El Salvador,Male,65,15,White,1,8,0,0,0
El Salvador,Female,65,1,White,8,8,0,0,0
El Salvador,Male,85,0,Don't Know,1,8,0,1,0
El Salvador,Female,39,17,Mestizo,5,15,0,0,0
El Salvador,Male,28,7,Mestizo,4,3,0,0,1
El Salvador,Female,42,9,White,1,NA,0,0,NA
El Salvador,Male,36,2,Other,6,1,0,1,0
El Salvador,Male,55,6,Mestizo,7,8,0,0,0
El Salvador,Female,24,17,Mestizo,5,11,0,0,1
El Salvador,Female,40,8,White,1,8,0,0,0
El Salvador,Male,34,10,Mestizo,5,15,0,1,0
El Salvador,Female,47,0,Black,9,NA,0,0,0
El Salvador,Male,33,12,White,5,16,1,1,0
El Salvador,Male,35,12,White,9,NA,0,1,1
El Salvador,Male,27,12,Mestizo,1,14,0,0,0
El Salvador,Male,25,9,Don't Know,5,2,0,0,1
El Salvador,Female,57,12,White,1,14,1,1,0
El Salvador,Male,66,15,Don't Know,5,14,0,0,1
El Salvador,Male,64,6,Don't Know,8,14,1,1,1
El Salvador,Male,32,12,White,1,12,0,0,0
El Salvador,Male,19,10,Mestizo,10,11,1,1,0
El Salvador,Male,79,0,Mestizo,6,6,0,1,0
El Salvador,Female,37,12,Mestizo,8,NA,0,1,0
El Salvador,Female,43,12,Mestizo,4,5,0,1,0
El Salvador,Male,27,12,Mestizo,10,13,0,1,0
El Salvador,Male,41,1,Don't Know,10,1,0,1,0
El Salvador,Female,59,12,Mestizo,3,11,0,0,1
El Salvador,Male,36,11,Mestizo,8,13,1,1,0
El Salvador,Female,26,1,Mestizo,1,10,0,0,0
El Salvador,Female,26,9,Mestizo,8,NA,0,0,0
El Salvador,Female,37,4,White,1,13,0,1,1
El Salvador,Female,19,13,Mestizo,1,8,0,1,1
El Salvador,Male,35,12,Mestizo,3,10,1,0,0
El Salvador,Female,39,17,Mestizo,10,15,1,1,0
El Salvador,Male,32,11,Mestizo,8,11,0,0,1
El Salvador,Female,58,6,Mestizo,1,NA,0,NA,1
El Salvador,Female,36,3,Don't Know,7,13,0,0,1
El Salvador,Male,34,2,Mestizo,1,5,1,1,0
El Salvador,Female,69,0,Black,5,13,0,1,1
El Salvador,Female,21,6,Mestizo,10,5,1,0,1
El Salvador,Female,40,12,Mestizo,1,6,0,0,0
El Salvador,Male,37,18,White,3,NA,0,0,0
El Salvador,Female,44,5,Black,3,1,0,1,0
El Salvador,Female,46,6,Mestizo,10,13,0,1,0
El Salvador,Male,42,12,Black,5,8,1,1,0
El Salvador,Female,27,9,White,10,1,0,0,1
El Salvador,Female,47,9,White,1,13,0,0,0
El Salvador,Female,47,3,Mestizo,1,7,0,NA,0
El Salvador,Male,32,0,Don't Know,7,0,0,0,0
El Salvador,Male,47,9,Indigenous,1,10,0,0,1
El Salvador,Female,49,0,Mestizo,2,NA,0,1,0
El Salvador,Male,24,17,Mestizo,7,7,1,0,0
El Salvador,Female,53,7,Black,5,4,0,NA,0
El Salvador,Male,20,13,Mestizo,8,13,1,0,0
El Salvador,Male,26,12,Mestizo,10,9,0,0,0
El Salvador,Male,61,12,Mestizo,10,15,0,0,1
El Salvador,Female,62,9,White,1,4,0,1,0
El Salvador,Female,50,18,Mestizo,5,15,1,0,0
El Salvador,Female,19,9,Don't Know,1,11,0,1,0
El Salvador,Female,20,11,Mestizo,1,4,0,0,1
El Salvador,Female,32,12,Mestizo,3,9,0,0,0
El Salvador,Male,20,9,White,2,15,1,1,1
El Salvador,Male,28,9,Mestizo,8,NA,0,1,1
El Salvador,Female,20,7,Mestizo,9,3,0,0,1
El Salvador,Female,21,9,Mestizo,1,10,0,0,0
El Salvador,Male,25,18,Mestizo,1,10,0,0,0
El Salvador,Male,72,3,Mestizo,4,NA,0,NA,0
El Salvador,Female,44,12,White,10,16,1,1,0
El Salvador,Female,21,8,Black,1,9,0,0,0
El Salvador,Female,65,0,Mestizo,8,11,0,0,0
El Salvador,Female,46,0,White,1,3,0,0,0
El Salvador,Female,50,11,Mestizo,10,11,0,0,0
El Salvador,Female,49,15,Indigenous,4,11,0,0,0
El Salvador,Male,26,12,Black,6,13,1,0,1
El Salvador,Male,32,0,Mestizo,1,6,0,1,0
El Salvador,Female,39,2,Mestizo,7,4,0,1,0
El Salvador,Male,63,12,Indigenous,5,14,0,0,0
El Salvador,Female,57,15,Mestizo,2,13,0,0,0
El Salvador,Female,32,11,White,1,13,0,0,0
El Salvador,Female,34,14,Don't Know,10,11,0,1,0
El Salvador,Male,41,11,White,2,11,0,0,0
El Salvador,Male,75,6,Mestizo,4,8,0,0,0
El Salvador,Female,60,6,Mestizo,2,NA,0,NA,1
El Salvador,Female,27,12,Mestizo,10,10,1,0,0
El Salvador,Female,79,6,Mestizo,5,2,0,1,1
El Salvador,Female,28,6,Don't Know,1,1,0,1,0
El Salvador,Female,22,12,White,4,NA,0,0,0
El Salvador,Female,26,6,Mestizo,1,5,0,0,0
El Salvador,Male,38,0,Black,10,8,0,0,0
El Salvador,Male,29,17,Mestizo,10,10,0,0,0
El Salvador,Female,50,3,White,1,4,0,1,0
