groupid,name,year,failure,allies,alliesties,size,religious,ethnic,logpop,namerica,latamerica,ssafrica,meast,asia,cinc,civilwar,decap,spline1,spline2,spline3,democracy,interact,interact_allies,lgdp,gdpb,popt,gdppercap,size1,size2,size3
142,Irish National Liberation Army (INLA),1993,0,1,0.005765140056610107,0,0,1,17.87641716003418,0,0,0,0,0,0.025655999779701233,0,0,-153,-144,-84,1,0,0,27.690601348876953,1061.3900146484375,58026896,18291.345703125,0,0,0
142,Irish National Liberation Army (INLA),1994,0,1,0.005765140056610107,0,0,1,17.879610061645508,0,0,0,0,0,0.02477880008518696,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,27.762479782104492,1140.489990234375,58212464,19591.8515625,0,0,0
142,Irish National Liberation Army (INLA),1995,0,1,0.005765140056610107,0,0,1,17.883272171020508,0,0,0,0,0,0.023514600470662117,0,0,-301.6666564941406,-333.3333435058594,-199.11111450195312,1,0,0,27.920116424560547,1335.219970703125,58426036,22853.16796875,0,0,0
142,Irish National Liberation Army (INLA),1996,0,1,0.005765140056610107,0,0,1,17.886564254760742,0,0,0,0,0,0.02381639927625656,0,1,-391.5,-459,-283.5,1,0.005765140056610107,1,27.973745346069336,1408.780029296875,58618696,24032.947265625,0,0,0
142,Irish National Liberation Army (INLA),1997,0,1,0.005765140056610107,0,0,1,17.889793395996094,0,0,0,0,0,0.02364649996161461,0,0,-490.33331298828125,-602.66668701171875,-388.8888854980469,1,0,0,28.07087516784668,1552.47998046875,58808292,26398.998046875,0,0,0
142,Irish National Liberation Army (INLA),1998,1,1,0,0,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,-597.1666259765625,-762.33331298828125,-517.611083984375,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,0,0,0
145,Loyalist Volunteer Force (LVF),1996,0,3,0,1,0,1,17.886564254760742,0,0,0,0,0,0.02381639927625656,0,0,0,0,0,1,0,0,27.973745346069336,1408.780029296875,58618696,24032.947265625,1,0,0
145,Loyalist Volunteer Force (LVF),1997,0,3,0,1,0,1,17.889793395996094,0,0,0,0,0,0.02364649996161461,0,1,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,3,28.07087516784668,1552.47998046875,58808292,26398.998046875,1,0,0
145,Loyalist Volunteer Force (LVF),1998,0,3,0,1,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,1,0,0
145,Loyalist Volunteer Force (LVF),1999,0,3,0,1,0,1,17.898006439208984,0,0,0,0,0,0.022539300844073296,0,0,-22.5,-18,-10.5,1,0,0,28.141218185424805,1665.6199951171875,59293276,28091.212890625,1,0,0
145,Loyalist Volunteer Force (LVF),2000,0,3,0,1,0,1,17.901865005493164,0,0,0,0,0,0.022059600800275803,0,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,28.130552291870117,1647.949951171875,59522504,27686.16796875,1,0,0
145,Loyalist Volunteer Force (LVF),2001,0,3,0,1,0,1,17.905231475830078,0,0,0,0,0,0.02131599932909012,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,28.1143798828125,1621.510009765625,59723220,27150.412109375,1,0,0
145,Loyalist Volunteer Force (LVF),2002,0,3,0,1,0,1,17.90839385986328,0,0,0,0,0,0.021007699891924858,0,1,-153,-144,-84,1,0,3,28.201101303100586,1768.4100341796875,59912388,29516.599609375,1,0,0
145,Loyalist Volunteer Force (LVF),2003,0,3,0,1,0,1,17.91143226623535,0,0,0,0,0,0.02057420089840889,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,28.343185424804688,2038.4000244140625,60094704,33919.79296875,1,0,0
145,Loyalist Volunteer Force (LVF),2004,0,3,0,1,0,1,17.914356231689453,0,0,0,0,0,0.02115049958229065,0,0,-301.6666564941406,-333.3333435058594,-199.11111450195312,1,0,0,28.505889892578125,2398.56005859375,60270676,39796.46875,1,0,0
145,Loyalist Volunteer Force (LVF),2005,1,3,0,1,0,1,17.917186737060547,0,0,0,0,0,0.021977299824357033,0,0,-391.5,-459,-283.5,1,0,0,28.555557250976562,2520.699951171875,60441512,41704.78125,1,0,0
147,Orange Volunteers (OV),1998,0,3,0,0,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,0,0,0,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,0,0,0
147,Orange Volunteers (OV),1999,0,3,0,0,0,1,17.898006439208984,0,0,0,0,0,0.022539300844073296,0,1,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,3,28.141218185424805,1665.6199951171875,59293276,28091.212890625,0,0,0
147,Orange Volunteers (OV),2000,0,3,0,0,0,1,17.901865005493164,0,0,0,0,0,0.022059600800275803,0,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,28.130552291870117,1647.949951171875,59522504,27686.16796875,0,0,0
147,Orange Volunteers (OV),2001,0,3,0,0,0,1,17.905231475830078,0,0,0,0,0,0.02131599932909012,0,0,-22.5,-18,-10.5,1,0,0,28.1143798828125,1621.510009765625,59723220,27150.412109375,0,0,0
149,Real Irish Republican Army,1998,0,2,0,1,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,0,0,0,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,1,0,0
149,Real Irish Republican Army,1999,0,1,0,1,0,1,17.898006439208984,0,0,0,0,0,0.022539300844073296,0,0,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,0,28.141218185424805,1665.6199951171875,59293276,28091.212890625,1,0,0
149,Real Irish Republican Army,2000,0,1,0,1,0,1,17.901865005493164,0,0,0,0,0,0.022059600800275803,0,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,28.130552291870117,1647.949951171875,59522504,27686.16796875,1,0,0
149,Real Irish Republican Army,2001,0,1,0,1,0,1,17.905231475830078,0,0,0,0,0,0.02131599932909012,0,1,-22.5,-18,-10.5,1,0,1,28.1143798828125,1621.510009765625,59723220,27150.412109375,1,0,0
149,Real Irish Republican Army,2002,0,1,0,1,0,1,17.90839385986328,0,0,0,0,0,0.021007699891924858,0,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,28.201101303100586,1768.4100341796875,59912388,29516.599609375,1,0,0
149,Real Irish Republican Army,2003,0,1,0,1,0,1,17.91143226623535,0,0,0,0,0,0.02057420089840889,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,28.343185424804688,2038.4000244140625,60094704,33919.79296875,1,0,0
149,Real Irish Republican Army,2004,0,1,0,1,0,1,17.914356231689453,0,0,0,0,0,0.02115049958229065,0,0,-153,-144,-84,1,0,0,28.505889892578125,2398.56005859375,60270676,39796.46875,1,0,0
149,Real Irish Republican Army,2005,0,1,0,1,0,1,17.917186737060547,0,0,0,0,0,0.021977299824357033,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,28.555557250976562,2520.699951171875,60441512,41704.78125,1,0,0
150,Red Hand Defenders,1998,0,4,0,0,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,0,0,0,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,0,0,0
150,Red Hand Defenders,1999,0,4,0,0,0,1,17.898006439208984,0,0,0,0,0,0.022539300844073296,0,1,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,4,28.141218185424805,1665.6199951171875,59293276,28091.212890625,0,0,0
150,Red Hand Defenders,2000,0,4,0,0,0,1,17.901865005493164,0,0,0,0,0,0.022059600800275803,0,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,28.130552291870117,1647.949951171875,59522504,27686.16796875,0,0,0
150,Red Hand Defenders,2001,0,4,0,0,0,1,17.905231475830078,0,0,0,0,0,0.02131599932909012,0,1,-22.5,-18,-10.5,1,0,4,28.1143798828125,1621.510009765625,59723220,27150.412109375,0,0,0
150,Red Hand Defenders,2002,0,4,0,0,0,1,17.90839385986328,0,0,0,0,0,0.021007699891924858,0,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,28.201101303100586,1768.4100341796875,59912388,29516.599609375,0,0,0
150,Red Hand Defenders,2003,0,4,0,0,0,1,17.91143226623535,0,0,0,0,0,0.02057420089840889,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,28.343185424804688,2038.4000244140625,60094704,33919.79296875,0,0,0
150,Red Hand Defenders,2004,0,4,0,0,0,1,17.914356231689453,0,0,0,0,0,0.02115049958229065,0,0,-153,-144,-84,1,0,0,28.505889892578125,2398.56005859375,60270676,39796.46875,0,0,0
150,Red Hand Defenders,2005,0,4,0,0,0,1,17.917186737060547,0,0,0,0,0,0.021977299824357033,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,28.555557250976562,2520.699951171875,60441512,41704.78125,0,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1987,0,1,0,1,0,1,17.858240127563477,0,0,0,0,0,0.02470090053975582,1,0,0,0,0,1,0,0,27.336868286132812,745.16302490234375,56981668,13077.2412109375,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1988,0,1,0,1,0,1,17.861358642578125,0,0,0,0,0,0.024348000064492226,1,0,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,0,27.536846160888672,910.12298583984375,57159640,15922.4755859375,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1989,0,1,0,1,0,1,17.864238739013672,0,0,0,0,0,0.025485599413514137,1,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,27.555095672607422,926.885009765625,57324504,16169.0888671875,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1990,0,1,0,1,0,1,17.86717987060547,0,0,0,0,0,0.025290099903941154,1,0,-22.5,-18,-10.5,1,0,0,27.720102310180664,1093.1700439453125,57493352,19013.849609375,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1991,0,1,0,1,0,1,17.87017250061035,0,0,0,0,0,0.02644979953765869,1,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,27.764501571655273,1142.800048828125,57665664,19817.685546875,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1992,0,1,0,1,0,1,17.873645782470703,0,0,0,0,0,0.02747650071978569,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,27.796247482299805,1179.6600341796875,57866304,20385.95703125,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1993,0,1,0,1,0,1,17.87641716003418,0,0,0,0,0,0.025655999779701233,0,0,-153,-144,-84,1,0,0,27.690601348876953,1061.3900146484375,58026896,18291.345703125,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1994,0,1,0,1,0,1,17.879610061645508,0,0,0,0,0,0.02477880008518696,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,27.762479782104492,1140.489990234375,58212464,19591.8515625,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1995,0,1,0,1,0,1,17.883272171020508,0,0,0,0,0,0.023514600470662117,0,0,-301.6666564941406,-333.3333435058594,-199.11111450195312,1,0,0,27.920116424560547,1335.219970703125,58426036,22853.16796875,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1996,0,1,0,1,0,1,17.886564254760742,0,0,0,0,0,0.02381639927625656,0,0,-391.5,-459,-283.5,1,0,0,27.973745346069336,1408.780029296875,58618696,24032.947265625,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1997,0,1,0,1,0,1,17.889793395996094,0,0,0,0,0,0.02364649996161461,0,0,-490.33331298828125,-602.66668701171875,-388.8888854980469,1,0,0,28.07087516784668,1552.47998046875,58808292,26398.998046875,1,0,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1998,0,4,0,2,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,-597.1666259765625,-762.33331298828125,-517.611083984375,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),1999,0,4,0,2,0,1,17.898006439208984,0,0,0,0,0,0.022539300844073296,0,0,-711,-936,-671,1,0,0,28.141218185424805,1665.6199951171875,59293276,28091.212890625,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),2000,0,4,0,2,0,1,17.901865005493164,0,0,0,0,0,0.022059600800275803,0,0,-830.8333740234375,-1121.6666259765625,-846.388916015625,1,0,0,28.130552291870117,1647.949951171875,59522504,27686.16796875,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),2001,0,4,0,2,0,1,17.905231475830078,0,0,0,0,0,0.02131599932909012,0,0,-955.666748046875,-1317.3333740234375,-1040.111083984375,1,0,0,28.1143798828125,1621.510009765625,59723220,27150.412109375,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),2002,0,4,0,2,0,1,17.90839385986328,0,0,0,0,0,0.021007699891924858,0,0,-1084.5,-1521,-1248.5,1,0,0,28.201101303100586,1768.4100341796875,59912388,29516.599609375,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),2003,0,4,0,2,0,1,17.91143226623535,0,0,0,0,0,0.02057420089840889,0,0,-1216.333251953125,-1730.666748046875,-1467.888916015625,1,0,0,28.343185424804688,2038.4000244140625,60094704,33919.79296875,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),2004,0,4,0,2,0,1,17.914356231689453,0,0,0,0,0,0.02115049958229065,0,0,-1350.166748046875,-1944.333251953125,-1694.611083984375,1,0,0,28.505889892578125,2398.56005859375,60270676,39796.46875,0,1,0
152,Ulster Defense Association / Ulster Freedom Fighters (UDA),2005,0,4,0,2,0,1,17.917186737060547,0,0,0,0,0,0.021977299824357033,0,0,-1485,-2160,-1925,1,0,0,28.555557250976562,2520.699951171875,60441512,41704.78125,0,1,0
153,Ulster Volunteer Force (UVF),1987,0,1,0,1,0,1,17.858240127563477,0,0,0,0,0,0.02470090053975582,1,0,0,0,0,1,0,0,27.336868286132812,745.16302490234375,56981668,13077.2412109375,1,0,0
153,Ulster Volunteer Force (UVF),1988,0,1,0,1,0,1,17.861358642578125,0,0,0,0,0,0.024348000064492226,1,0,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,0,27.536846160888672,910.12298583984375,57159640,15922.4755859375,1,0,0
153,Ulster Volunteer Force (UVF),1989,0,1,0,1,0,1,17.864238739013672,0,0,0,0,0,0.025485599413514137,1,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,27.555095672607422,926.885009765625,57324504,16169.0888671875,1,0,0
153,Ulster Volunteer Force (UVF),1990,0,1,0,1,0,1,17.86717987060547,0,0,0,0,0,0.025290099903941154,1,0,-22.5,-18,-10.5,1,0,0,27.720102310180664,1093.1700439453125,57493352,19013.849609375,1,0,0
153,Ulster Volunteer Force (UVF),1991,0,1,0,1,0,1,17.87017250061035,0,0,0,0,0,0.02644979953765869,1,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,27.764501571655273,1142.800048828125,57665664,19817.685546875,1,0,0
153,Ulster Volunteer Force (UVF),1992,0,1,0,1,0,1,17.873645782470703,0,0,0,0,0,0.02747650071978569,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,27.796247482299805,1179.6600341796875,57866304,20385.95703125,1,0,0
153,Ulster Volunteer Force (UVF),1993,0,1,0,1,0,1,17.87641716003418,0,0,0,0,0,0.025655999779701233,0,0,-153,-144,-84,1,0,0,27.690601348876953,1061.3900146484375,58026896,18291.345703125,1,0,0
153,Ulster Volunteer Force (UVF),1994,0,1,0,1,0,1,17.879610061645508,0,0,0,0,0,0.02477880008518696,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,27.762479782104492,1140.489990234375,58212464,19591.8515625,1,0,0
153,Ulster Volunteer Force (UVF),1995,0,1,0,1,0,1,17.883272171020508,0,0,0,0,0,0.023514600470662117,0,0,-301.6666564941406,-333.3333435058594,-199.11111450195312,1,0,0,27.920116424560547,1335.219970703125,58426036,22853.16796875,1,0,0
153,Ulster Volunteer Force (UVF),1996,0,1,0,1,0,1,17.886564254760742,0,0,0,0,0,0.02381639927625656,0,0,-391.5,-459,-283.5,1,0,0,27.973745346069336,1408.780029296875,58618696,24032.947265625,1,0,0
153,Ulster Volunteer Force (UVF),1997,0,1,0,1,0,1,17.889793395996094,0,0,0,0,0,0.02364649996161461,0,0,-490.33331298828125,-602.66668701171875,-388.8888854980469,1,0,0,28.07087516784668,1552.47998046875,58808292,26398.998046875,1,0,0
153,Ulster Volunteer Force (UVF),1998,0,3,0,1,0,1,17.893651962280273,0,0,0,0,0,0.02380239963531494,1,0,-597.1666259765625,-762.33331298828125,-517.611083984375,1,0,0,28.12480926513672,1638.510009765625,59035644,27754.587890625,1,0,0
153,Ulster Volunteer Force (UVF),1999,0,3,0,1,0,1,17.898006439208984,0,0,0,0,0,0.022539300844073296,0,0,-711,-936,-671,1,0,0,28.141218185424805,1665.6199951171875,59293276,28091.212890625,1,0,0
153,Ulster Volunteer Force (UVF),2000,0,3,0,1,0,1,17.901865005493164,0,0,0,0,0,0.022059600800275803,0,0,-830.8333740234375,-1121.6666259765625,-846.388916015625,1,0,0,28.130552291870117,1647.949951171875,59522504,27686.16796875,1,0,0
153,Ulster Volunteer Force (UVF),2001,0,3,0,1,0,1,17.905231475830078,0,0,0,0,0,0.02131599932909012,0,0,-955.666748046875,-1317.3333740234375,-1040.111083984375,1,0,0,28.1143798828125,1621.510009765625,59723220,27150.412109375,1,0,0
153,Ulster Volunteer Force (UVF),2002,0,3,0,1,0,1,17.90839385986328,0,0,0,0,0,0.021007699891924858,0,0,-1084.5,-1521,-1248.5,1,0,0,28.201101303100586,1768.4100341796875,59912388,29516.599609375,1,0,0
153,Ulster Volunteer Force (UVF),2003,0,3,0,1,0,1,17.91143226623535,0,0,0,0,0,0.02057420089840889,0,0,-1216.333251953125,-1730.666748046875,-1467.888916015625,1,0,0,28.343185424804688,2038.4000244140625,60094704,33919.79296875,1,0,0
153,Ulster Volunteer Force (UVF),2004,0,3,0,1,0,1,17.914356231689453,0,0,0,0,0,0.02115049958229065,0,0,-1350.166748046875,-1944.333251953125,-1694.611083984375,1,0,0,28.505889892578125,2398.56005859375,60270676,39796.46875,1,0,0
153,Ulster Volunteer Force (UVF),2005,0,3,0,1,0,1,17.917186737060547,0,0,0,0,0,0.021977299824357033,0,0,-1485,-2160,-1925,1,0,0,28.555557250976562,2520.699951171875,60441512,41704.78125,1,0,0
161,Action Directe,1987,1,5,0.014973164536058903,0,0,0,17.858367919921875,0,0,0,0,0,0.02068069949746132,0,1,0,0,0,1,0.014973164536058903,5,27.567407608032227,938.36798095703125,56988948,16465.7890625,0,0,0
167,Breton Revolutionary Army (ARB),1987,0,0,0,0,0,1,17.858367919921875,0,0,0,0,0,0.02068069949746132,0,0,0,0,0,1,0,0,27.567407608032227,938.36798095703125,56988948,16465.7890625,0,0,0
167,Breton Revolutionary Army (ARB),1988,0,0,0,0,0,1,17.863018035888672,0,0,0,0,0,0.02060999907553196,0,0,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,0,27.65424919128418,1023.5,57254572,17876.30078125,0,0,0
167,Breton Revolutionary Army (ARB),1989,0,0,0,0,0,1,17.872867584228516,0,0,0,0,0,0.020935699343681335,0,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,27.660696029663086,1030.1199951171875,57821288,17815.583984375,0,0,0
167,Breton Revolutionary Army (ARB),1990,0,0,0,0,0,1,17.878849029541016,0,0,0,0,0,0.022123200818896294,0,0,-22.5,-18,-10.5,1,0,0,27.874202728271484,1275.300048828125,58168180,21924.357421875,0,0,0
167,Breton Revolutionary Army (ARB),1991,0,0,0,0,0,1,17.88477897644043,0,0,0,0,0,0.02347240038216114,0,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,27.874406814575195,1275.56005859375,58514140,21799.17578125,0,0,0
167,Breton Revolutionary Army (ARB),1992,0,0,0,0,0,1,17.890649795532227,0,0,0,0,0,0.023531099781394005,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,27.973703384399414,1408.719970703125,58858676,23933.939453125,0,0,0
167,Breton Revolutionary Army (ARB),1993,0,0,0,0,0,1,17.895912170410156,0,0,0,0,0,0.023895500227808952,0,0,-153,-144,-84,1,0,0,27.91626739501953,1330.0899658203125,59169228,22479.421875,0,0,0
167,Breton Revolutionary Army (ARB),1994,0,0,0,0,0,1,17.900558471679688,0,0,0,0,0,0.024766400456428528,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,27.968664169311523,1401.6400146484375,59444784,23578.85546875,0,0,0
167,Breton Revolutionary Army (ARB),1995,0,0,0,0,0,1,17.905046463012695,0,0,0,0,0,0.02501850016415119,0,0,-301.6666564941406,-333.3333435058594,-199.11111450195312,1,0,0,28.107187271118164,1609.8900146484375,59712172,26960.833984375,0,0,0
167,Breton Revolutionary Army (ARB),1996,0,0,0,0,0,1,17.909536361694336,0,0,0,0,0,0.02493870072066784,0,0,-391.5,-459,-283.5,1,0,0,28.109891891479492,1614.25,59980876,26912.744140625,0,0,0
167,Breton Revolutionary Army (ARB),1997,0,0,0,0,0,1,17.914077758789062,0,0,0,0,0,0.023835599422454834,0,0,-490.33331298828125,-602.66668701171875,-388.8888854980469,1,0,0,28.00994300842285,1460.7099609375,60253892,24242.583984375,0,0,0
167,Breton Revolutionary Army (ARB),1998,0,0,0,0,0,1,17.91872787475586,0,0,0,0,0,0.023975100368261337,0,0,-597.1666259765625,-762.33331298828125,-517.611083984375,1,0,0,28.04363441467285,1510.760009765625,60534736,24956.91015625,0,0,0
167,Breton Revolutionary Army (ARB),1999,0,0,0,0,0,1,17.923494338989258,0,0,0,0,0,0.02281159907579422,0,0,-711,-936,-671,1,0,0,28.036672592163086,1500.280029296875,60823960,24665.9375,0,0,0
167,Breton Revolutionary Army (ARB),2000,1,0,0,0,0,1,17.928619384765625,0,0,0,0,0,0.0207349993288517,0,0,-830.8333740234375,-1121.6666259765625,-846.388916015625,1,0,0,27.944692611694336,1368.43994140625,61136484,22383.361328125,0,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1987,0,0,0,1,0,1,17.858367919921875,0,0,0,0,0,0.02068069949746132,0,0,0,0,0,1,0,0,27.567407608032227,938.36798095703125,56988948,16465.7890625,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1988,0,0,0,1,0,1,17.863018035888672,0,0,0,0,0,0.02060999907553196,0,0,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,1,0,0,27.65424919128418,1023.5,57254572,17876.30078125,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1989,0,0,0,1,0,1,17.872867584228516,0,0,0,0,0,0.020935699343681335,0,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,1,0,0,27.660696029663086,1030.1199951171875,57821288,17815.583984375,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1990,0,0,0,1,0,1,17.878849029541016,0,0,0,0,0,0.022123200818896294,0,0,-22.5,-18,-10.5,1,0,0,27.874202728271484,1275.300048828125,58168180,21924.357421875,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1991,0,0,0,1,0,1,17.88477897644043,0,0,0,0,0,0.02347240038216114,0,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,1,0,0,27.874406814575195,1275.56005859375,58514140,21799.17578125,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1992,0,0,0,1,0,1,17.890649795532227,0,0,0,0,0,0.023531099781394005,0,0,-96.16666412353516,-83.33333587646484,-48.61111068725586,1,0,0,27.973703384399414,1408.719970703125,58858676,23933.939453125,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1993,0,0,0,1,0,1,17.895912170410156,0,0,0,0,0,0.023895500227808952,0,0,-153,-144,-84,1,0,0,27.91626739501953,1330.0899658203125,59169228,22479.421875,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1994,0,0,0,1,0,1,17.900558471679688,0,0,0,0,0,0.024766400456428528,0,0,-221.83334350585938,-227.6666717529297,-133.38888549804688,1,0,0,27.968664169311523,1401.6400146484375,59444784,23578.85546875,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1995,0,0,0,1,0,1,17.905046463012695,0,0,0,0,0,0.02501850016415119,0,0,-301.6666564941406,-333.3333435058594,-199.11111450195312,1,0,0,28.107187271118164,1609.8900146484375,59712172,26960.833984375,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1996,0,0,0,1,0,1,17.909536361694336,0,0,0,0,0,0.02493870072066784,0,0,-391.5,-459,-283.5,1,0,0,28.109891891479492,1614.25,59980876,26912.744140625,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1997,0,0,0,1,0,1,17.914077758789062,0,0,0,0,0,0.023835599422454834,0,0,-490.33331298828125,-602.66668701171875,-388.8888854980469,1,0,0,28.00994300842285,1460.7099609375,60253892,24242.583984375,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1998,0,1,-5.679999877687767e-37,1,0,1,17.91872787475586,0,0,0,0,0,0.023975100368261337,0,0,-597.1666259765625,-762.33331298828125,-517.611083984375,1,0,0,28.04363441467285,1510.760009765625,60534736,24956.91015625,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),1999,0,2,-5.679999877687767e-37,1,0,1,17.923494338989258,0,0,0,0,0,0.02281159907579422,0,0,-711,-936,-671,1,0,0,28.036672592163086,1500.280029296875,60823960,24665.9375,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),2000,0,2,-5.679999877687767e-37,1,0,1,17.928619384765625,0,0,0,0,0,0.0207349993288517,0,1,-830.8333740234375,-1121.6666259765625,-846.388916015625,1,-5.679999877687767e-37,2,27.944692611694336,1368.43994140625,61136484,22383.361328125,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),2001,0,2,-5.679999877687767e-37,1,0,1,17.93421173095703,0,0,0,0,0,0.01978990063071251,0,0,-955.666748046875,-1317.3333740234375,-1040.111083984375,1,0,0,27.9547119140625,1382.219970703125,61479340,22482.673828125,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),2002,0,3,-5.679999877687767e-37,1,0,1,17.939882278442383,0,0,0,0,0,0.01998480036854744,0,0,-1084.5,-1521,-1248.5,1,0,0,28.036712646484375,1500.3399658203125,61828952,24265.978515625,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),2003,0,3,-5.679999877687767e-37,1,0,1,17.945405960083008,0,0,0,0,0,0.020272400230169296,0,0,-1216.333251953125,-1730.666748046875,-1467.888916015625,1,0,0,28.245189666748047,1848.1199951171875,62171420,29726.19921875,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),2004,0,2,-5.679999877687767e-37,1,0,1,17.951223373413086,0,0,0,0,0,0.020423799753189087,0,0,-1350.166748046875,-1944.333251953125,-1694.611083984375,1,0,0,28.384374618530273,2124.110107421875,62534152,33967.19921875,1,0,0
172,Fronte di Liberazione Naziunale di a Corsica (FLNC),2005,0,2,-5.679999877687767e-37,1,0,1,17.957239151000977,0,0,0,0,0,0.019972799345850945,0,0,-1485,-2160,-1925,1,0,0,28.42115020751953,2203.679931640625,62911476,35028.265625,1,0,0
