groupid,name,year,failure,allies,alliesties,size,religious,ethnic,logpop,namerica,latamerica,ssafrica,meast,asia,cinc,civilwar,decap,spline1,spline2,spline3,democracy,interact,interact_allies,lgdp,gdpb,popt,gdppercap,size1,size2,size3
429,Palestinian Islamic Jihad (PIJ),1998,0,6,0.04059944674372673,1,1,1,8.667116165161133,0,0,0,1,0,0.004086200147867203,0,0,-597.1666259765625,-762.33331298828125,-517.611083984375,1,0,0,25.476675033569336,115.97899627685547,5808.7236328125,19966348,1,0,0
429,Palestinian Islamic Jihad (PIJ),1999,0,6,0.04059944674372673,1,1,1,8.692874908447266,0,0,0,1,0,0.003961400128901005,0,0,-711,-936,-671,1,0,0,25.487062454223633,117.19000244140625,5960.29296875,19661786,1,0,0
429,Palestinian Islamic Jihad (PIJ),2000,0,6,0.04059944674372673,1,1,1,8.7184295654296875,0,0,0,1,0,0.004063299857079983,1,0,-830.8333740234375,-1121.6666259765625,-846.388916015625,1,0,0,25.608633041381836,132.33900451660156,6114.56884765625,21643226,1,0,0
429,Palestinian Islamic Jihad (PIJ),2001,0,6,0.04059944674372673,1,1,1,8.740550994873047,0,0,0,1,0,0.004202200099825859,1,0,-955.666748046875,-1317.3333740234375,-1040.111083984375,1,0,0,25.596216201782227,130.70599365234375,6251.33935546875,20908480,1,0,0
429,Palestinian Islamic Jihad (PIJ),2002,0,6,0.04059944674372673,1,1,1,8.759282112121582,0,0,0,1,0,0.003964399918913841,1,0,-1084.5,-1521,-1248.5,1,0,0,25.51962661743164,121.06900024414062,6369.537109375,19007504,1,0,0
429,Palestinian Islamic Jihad (PIJ),2003,0,6,0.04059944674372673,1,1,1,8.778313636779785,0,0,0,1,0,0.0038610000628978014,1,0,-1216.333251953125,-1730.666748046875,-1467.888916015625,1,0,0,25.566389083862305,126.86499786376953,6491.92041015625,19541984,1,0,0
429,Palestinian Islamic Jihad (PIJ),2004,0,6,0.04059944674372673,1,1,1,8.797507286071777,0,0,0,1,0,0.003701800014823675,1,0,-1350.166748046875,-1944.333251953125,-1694.611083984375,1,0,0,25.631832122802734,135.44500732421875,6617.7275390625,20466996,1,0,0
429,Palestinian Islamic Jihad (PIJ),2005,0,6,0.04059944674372673,1,1,1,8.816247940063477,0,0,0,1,0,0.003790500108152628,1,0,-1485,-2160,-1925,1,0,0,25.682348251342773,142.46299743652344,6742.91748046875,21127798,1,0,0
433,Polisario Front,1987,0,0,0,2,0,1,10.044529914855957,0,0,0,1,0,0.0033513999078422785,1,0,0,0,0,0,0,0,23.80358123779297,21.765260696411133,23029.46875,945104.8125,0,1,0
433,Polisario Front,1988,0,0,0,2,0,1,10.069023132324219,0,0,0,1,0,0.0033382000401616096,1,0,-0.8333333134651184,-0.6666666865348816,-0.3888888955116272,0,0,0,23.96996307373047,25.70529556274414,23600.498046875,1089184.5,0,1,0
433,Polisario Front,1989,0,0,0,2,0,1,10.092859268188477,0,0,0,1,0,0.0034058999735862017,1,0,-6.666666507720947,-5.333333492279053,-3.1111111640930176,0,0,0,23.993375778198242,26.314220428466797,24169.80078125,1088723.125,0,1,0
433,Polisario Front,1990,0,0,0,2,0,1,10.115966796875,0,0,0,1,0,0.003419599961489439,0,0,-22.5,-18,-10.5,0,0,0,24.130449295043945,30.18010902404785,24734.80859375,1220147.25,0,1,0
433,Polisario Front,1991,0,0,0,2,0,1,10.13832950592041,0,0,0,1,0,0.003460800042375922,0,0,-52.33333206176758,-42.66666793823242,-24.88888931274414,0,0,0,24.197879791259766,32.2853889465332,25294.177734375,1276396,0,1,0
